                   t                divB                mass
    5.1000180025e+01    3.5405777215e-12    3.8133253315e-03
    5.2000059760e+01    3.5426051106e-12    3.8133133749e-03
    5.3000220430e+01    3.5420931730e-12    3.8133013089e-03
    5.4000107841e+01    3.5435388149e-12    3.8132892912e-03
    5.5000276040e+01    3.5512004261e-12    3.8132774575e-03
    5.6000170461e+01    3.5537717490e-12    3.8132659060e-03
    5.7000068291e+01    3.5590511052e-12    3.8132546502e-03
    5.8000246737e+01    3.5571051607e-12    3.8132436327e-03
    5.9000151474e+01    3.5578468884e-12    3.8132327539e-03
    6.0000060168e+01    3.5667359863e-12    3.8132219116e-03
    6.1000250390e+01    3.5716052107e-12    3.8132110374e-03
    6.2000167055e+01    3.5775041278e-12    3.8132000803e-03
    6.3000086630e+01    3.5771172659e-12    3.8131889551e-03
    6.4000009568e+01    3.5864659441e-12    3.8131775866e-03
    6.5000213451e+01    3.5869866079e-12    3.8131659627e-03
    6.6000144056e+01    3.5842669395e-12    3.8131541843e-03
    6.7000078611e+01    3.5949565451e-12    3.8131424208e-03
    6.8000017002e+01    3.6008205574e-12    3.8131308450e-03
    6.9000235854e+01    3.6047444425e-12    3.8131195405e-03
    7.0000180597e+01    3.6045437397e-12    3.8131084613e-03
    7.1000129003e+01    3.6062046281e-12    3.8130974490e-03
    7.2000081430e+01    3.6060737350e-12    3.8130863529e-03
    7.3000037179e+01    3.6090464634e-12    3.8130750814e-03
    7.4000273322e+01    3.6111233011e-12    3.8130636292e-03
    7.5000236483e+01    3.6084094502e-12    3.8130520960e-03
    7.6000203815e+01    3.6074059362e-12    3.8130406442e-03
    7.7000174408e+01    3.6090900944e-12    3.8130294446e-03
    7.8000148139e+01    3.6083541842e-12    3.8130185938e-03
    7.9000125552e+01    3.6095962145e-12    3.8130080704e-03
    8.0000106468e+01    3.6096834766e-12    3.8129977449e-03
    8.1000090547e+01    3.6123042480e-12    3.8129874242e-03
    8.2000078233e+01    3.6165626378e-12    3.8129769275e-03
    8.3000069689e+01    3.6176999536e-12    3.8129661448e-03
    8.4000064636e+01    3.6252801202e-12    3.8129550405e-03
    8.5000063173e+01    3.6205534239e-12    3.8129436382e-03
    8.6000065329e+01    3.6142880061e-12    3.8129320019e-03
    8.7000071084e+01    3.6124089625e-12    3.8129202319e-03
    8.8000080690e+01    3.6135288259e-12    3.8129084669e-03
    8.9000094027e+01    3.6202654590e-12    3.8128968712e-03
    9.0000110657e+01    3.6217780018e-12    3.8128855756e-03
    9.1000130573e+01    3.6176475964e-12    3.8128746265e-03
    9.2000153899e+01    3.6204458006e-12    3.8128639732e-03
    9.3000180461e+01    3.6210769964e-12    3.8128534933e-03
    9.4000210639e+01    3.6272987832e-12    3.8128430430e-03
    9.5000245081e+01    3.6342448453e-12    3.8128325178e-03
    9.6000006031e+01    3.6430815859e-12    3.8128218720e-03
    9.7000046934e+01    3.6423863980e-12    3.8128110555e-03
    9.8000090926e+01    3.6487216255e-12    3.8128000206e-03
    9.9000138608e+01    3.6526396931e-12    3.8127887487e-03
    1.0000019004e+02    3.6516565403e-12    3.8127773063e-03
    1.0100024523e+02    3.6657755459e-12    3.8127658331e-03
    1.0200002707e+02    3.6599987958e-12    3.8127544912e-03
    1.0300008936e+02    3.6626661069e-12    3.8127433734e-03
    1.0400015443e+02    3.6712992360e-12    3.8127324608e-03
    1.0500022290e+02    3.6748595291e-12    3.8127216313e-03
    1.0600001827e+02    3.6794117013e-12    3.8127107513e-03
    1.0700009424e+02    3.6841994812e-12    3.8126997259e-03
    1.0800017300e+02    3.6864130294e-12    3.8126885517e-03
    1.0900025538e+02    3.6855811309e-12    3.8126772870e-03
    1.1000006483e+02    3.6875038055e-12    3.8126660561e-03
    1.1100015502e+02    3.6860087151e-12    3.8126550009e-03
    1.1200024817e+02    3.6818085000e-12    3.8126442283e-03
    1.1300006739e+02    3.6821313697e-12    3.8126337457e-03
    1.1400016719e+02    3.6798101982e-12    3.8126234468e-03
    1.1500027016e+02    3.6767792951e-12    3.8126131729e-03
    1.1600009936e+02    3.6712090652e-12    3.8126027740e-03
    1.1700020943e+02    3.6707931159e-12    3.8125921607e-03
    1.1800004564e+02    3.6700775668e-12    3.8125813266e-03
    1.1900016237e+02    3.6694289186e-12    3.8125702828e-03
    1.2000000542e+02    3.6635154579e-12    3.8125590573e-03
    1.2100012927e+02    3.6559731049e-12    3.8125476894e-03
    1.2200025681e+02    3.6484772916e-12    3.8125362763e-03
    1.2300011075e+02    3.6535297664e-12    3.8125249630e-03
    1.2400024523e+02    3.6560865456e-12    3.8125138895e-03
    1.2500010580e+02    3.6626544720e-12    3.8125031583e-03
    1.2600024689e+02    3.6673346285e-12    3.8124927689e-03
    1.2700011391e+02    3.6637336131e-12    3.8124826435e-03
    1.2800026164e+02    3.6627126467e-12    3.8124726362e-03
    1.2900013636e+02    3.6618283909e-12    3.8124626063e-03
    1.3000001481e+02    3.6607899720e-12    3.8124524411e-03
    1.3100017316e+02    3.6614706163e-12    3.8124420631e-03
    1.3200005718e+02    3.6628726272e-12    3.8124314243e-03
    1.3300022225e+02    3.6680007291e-12    3.8124205225e-03
    1.3400011425e+02    3.6786612474e-12    3.8124094572e-03
    1.3500001000e+02    3.6733498950e-12    3.8123983885e-03
    1.3600018631e+02    3.6709501877e-12    3.8123874822e-03
    1.3700008855e+02    3.6734487921e-12    3.8123768408e-03
    1.3800027109e+02    3.6784867232e-12    3.8123664353e-03
    1.3900018002e+02    3.6818579485e-12    3.8123561554e-03
    1.4000009286e+02    3.6836177339e-12    3.8123458485e-03
    1.4100000895e+02    3.6861541519e-12    3.8123354209e-03
    1.4200020521e+02    3.6837340834e-12    3.8123248429e-03
    1.4300012817e+02    3.6880506479e-12    3.8123141586e-03
    1.4400005546e+02    3.6878266752e-12    3.8123034678e-03
    1.4500026353e+02    3.6757205151e-12    3.8122928984e-03
    1.4600019728e+02    3.6712876011e-12    3.8122825485e-03
    1.4700013415e+02    3.6690915052e-12    3.8122724232e-03
    1.4800007439e+02    3.6697866932e-12    3.8122624463e-03
    1.4900001820e+02    3.6654439500e-12    3.8122524925e-03
    1.5000024314e+02    3.6603652966e-12    3.8122424361e-03
    1.5100019445e+02    3.6614880687e-12    3.8122322034e-03
    1.5200014887e+02    3.6622268877e-12    3.8122217446e-03
    1.5300010672e+02    3.6669070443e-12    3.8122110369e-03
    1.5400006840e+02    3.6688006316e-12    3.8122000855e-03
    1.5500003380e+02    3.6691700411e-12    3.8121889510e-03
    1.5600000281e+02    3.6620930859e-12    3.8121777556e-03
    1.5700025266e+02    3.6581313871e-12    3.8121666554e-03
    1.5800022870e+02    3.6544925581e-12    3.8121558099e-03
    1.5900020799e+02    3.6521452080e-12    3.8121453144e-03
    1.6000019040e+02    3.6455801903e-12    3.8121351772e-03
    1.6100017599e+02    3.6406906047e-12    3.8121253102e-03
    1.6200016535e+02    3.6387010292e-12    3.8121155589e-03
    1.6300015893e+02    3.6390558950e-12    3.8121057588e-03
    1.6400015604e+02    3.6420257147e-12    3.8120957776e-03
    1.6500015589e+02    3.6403299215e-12    3.8120855245e-03
    1.6600015895e+02    3.6347073343e-12    3.8120749573e-03
    1.6700016598e+02    3.6324268851e-12    3.8120641192e-03
    1.6800017692e+02    3.6341139521e-12    3.8120531498e-03
    1.6900019151e+02    3.6313651964e-12    3.8120422447e-03
    1.7000020957e+02    3.6276798276e-12    3.8120315825e-03
    1.7100023075e+02    3.6239188317e-12    3.8120212428e-03
    1.7200025494e+02    3.6167546144e-12    3.8120111767e-03
    1.7300000544e+02    3.6066234861e-12    3.8120012333e-03
    1.7400003703e+02    3.6045670096e-12    3.8119912390e-03
    1.7500007187e+02    3.6007507477e-12    3.8119811070e-03
    1.7600010975e+02    3.5965127190e-12    3.8119708283e-03
    1.7700015156e+02    3.5935312644e-12    3.8119604642e-03
    1.7800019772e+02    3.5923241388e-12    3.8119501364e-03
    1.7900024740e+02    3.5932520257e-12    3.8119399876e-03
    1.8000002254e+02    3.5934090975e-12    3.8119301088e-03
    1.8100007782e+02    3.5929233385e-12    3.8119204769e-03
    1.8200013658e+02    3.5815036401e-12    3.8119109791e-03
    1.8300019913e+02    3.5804157728e-12    3.8119014556e-03
    1.8400026545e+02    3.5811313219e-12    3.8118917815e-03
    1.8500005797e+02    3.5687604667e-12    3.8118819031e-03
    1.8600013086e+02    3.5686499347e-12    3.8118718122e-03
    1.8700020699e+02    3.5638156151e-12    3.8118615136e-03
    1.8800000937e+02    3.5578614321e-12    3.8118510241e-03
    1.8900009266e+02    3.5548421639e-12    3.8118403809e-03
    1.9000017975e+02    3.5530503824e-12    3.8118296739e-03
    1.9100027063e+02    3.5530212950e-12    3.8118190312e-03
    1.9200008770e+02    3.5603803977e-12    3.8118085983e-03
    1.9300018518e+02    3.5492719340e-12    3.8117984705e-03
    1.9400000835e+02    3.5454178585e-12    3.8117886684e-03
    1.9500011188e+02    3.5399232558e-12    3.8117791076e-03
    1.9600021909e+02    3.5375497271e-12    3.8117696479e-03
    1.9700005322e+02    3.5431635880e-12    3.8117601410e-03
    1.9800016828e+02    3.5429337978e-12    3.8117504664e-03
    1.9900000887e+02    3.5351296585e-12    3.8117405366e-03
    2.0000012984e+02    3.5289369591e-12    3.8117302877e-03
    2.0100025478e+02    3.5248443672e-12    3.8117197416e-03
    2.0200010641e+02    3.5251585108e-12    3.8117090295e-03
    2.0300023876e+02    3.5146317944e-12    3.8116983479e-03
    2.0400009705e+02    3.5115601689e-12    3.8116878938e-03
    2.0500023583e+02    3.5085874405e-12    3.8116777645e-03
    2.0600010070e+02    3.5104373967e-12    3.8116679334e-03
    2.0700024656e+02    3.5123077141e-12    3.8116582428e-03
    2.0800011884e+02    3.5096374943e-12    3.8116485416e-03
    2.0900027154e+02    3.5122582656e-12    3.8116387154e-03
    2.1000015003e+02    3.5035175133e-12    3.8116287336e-03
    2.1100003225e+02    3.5052423938e-12    3.8116186313e-03
    2.1200019579e+02    3.5025605390e-12    3.8116085086e-03
    2.1300008558e+02    3.5056787043e-12    3.8115985095e-03
    2.1400025572e+02    3.4982788793e-12    3.8115887306e-03
    2.1500015174e+02    3.4904834662e-12    3.8115791867e-03
    2.1600005118e+02    3.4791772086e-12    3.8115697715e-03
    2.1700023146e+02    3.4743079841e-12    3.8115603342e-03
    2.1800013804e+02    3.4734673594e-12    3.8115507804e-03
    2.1900004777e+02    3.4687930202e-12    3.8115410927e-03
    2.2000023769e+02    3.4667947185e-12    3.8115312797e-03
    2.2100015378e+02    3.4568584755e-12    3.8115213404e-03
    2.2200007398e+02    3.4486383870e-12    3.8115112672e-03
    2.2300027533e+02    3.4425387671e-12    3.8115010914e-03
    2.2400020273e+02    3.4365787666e-12    3.8114908876e-03
    2.2500013326e+02    3.4297345103e-12    3.8114807612e-03
    2.2600006678e+02    3.4248158373e-12    3.8114708304e-03
    2.2700000328e+02    3.4323000156e-12    3.8114611767e-03
    2.2800022048e+02    3.4187831184e-12    3.8114518074e-03
    2.2900016436e+02    3.4225993803e-12    3.8114426593e-03
    2.3000011229e+02    3.4187714834e-12    3.8114335992e-03
    2.3100006360e+02    3.4203043874e-12    3.8114244765e-03
    2.3200001753e+02    3.4187831184e-12    3.8114151406e-03
    2.3300025167e+02    3.4195946558e-12    3.8114054717e-03
    2.3400021243e+02    3.4201589506e-12    3.8113954313e-03
    2.3500017727e+02    3.4186987650e-12    3.8113850892e-03
    2.3600014550e+02    3.4169709757e-12    3.8113746373e-03
    2.3700011692e+02    3.4169069835e-12    3.8113643056e-03
    2.3800009190e+02    3.4153537184e-12    3.8113542757e-03
    2.3900007036e+02    3.4143094821e-12    3.8113445781e-03
    2.4000005210e+02    3.4158976520e-12    3.8113351023e-03
    2.4100003724e+02    3.4177621520e-12    3.8113256743e-03
    2.4200002571e+02    3.4144956412e-12    3.8113161367e-03
    2.4300001741e+02    3.4086810775e-12    3.8113064119e-03
    2.4400001289e+02    3.4016215747e-12    3.8112965163e-03
    2.4500001260e+02    3.4026687197e-12    3.8112865473e-03
    2.4600001606e+02    3.3956499392e-12    3.8112766480e-03
    2.4700002256e+02    3.3916504269e-12    3.8112669453e-03
    2.4800003198e+02    3.3863594357e-12    3.8112574824e-03
    2.4900004449e+02    3.3834274296e-12    3.8112481911e-03
    2.5000006040e+02    3.3734824605e-12    3.8112389366e-03
    2.5100007999e+02    3.3652536457e-12    3.8112296093e-03
    2.5200010293e+02    3.3597008682e-12    3.8112201702e-03
    2.5300012880e+02    3.3527693498e-12    3.8112106100e-03
    2.5400015821e+02    3.3505412579e-12    3.8112009168e-03
    2.5500019189e+02    3.3507099646e-12    3.8111910850e-03
    2.5600022939e+02    3.3408958886e-12    3.8111811392e-03
    2.5700026987e+02    3.3386707054e-12    3.8111711503e-03
    2.5800003593e+02    3.3369080112e-12    3.8111612409e-03
    2.5900008252e+02    3.3363466251e-12    3.8111515441e-03
    2.6000013235e+02    3.3360004855e-12    3.8111421574e-03
    2.6100018569e+02    3.3419546686e-12    3.8111331083e-03
    2.6200024292e+02    3.3520072609e-12    3.8111243356e-03
    2.6300002671e+02    3.3540084715e-12    3.8111157032e-03
    2.6400009104e+02    3.3443572847e-12    3.8111070178e-03
    2.6500015802e+02    3.3347206416e-12    3.8110980944e-03
    2.6600022801e+02    3.3252207091e-12    3.8110887989e-03
    2.6700002453e+02    3.3268350577e-12    3.8110790907e-03
    2.6800010248e+02    3.3233271218e-12    3.8110690530e-03
    2.6900018399e+02    3.3167359255e-12    3.8110588931e-03
    2.7000026878e+02    3.3135886729e-12    3.8110488585e-03
    2.7100007955e+02    3.3082540507e-12    3.8110391452e-03
    2.7200017084e+02    3.3005866220e-12    3.8110297907e-03
    2.7300026534e+02    3.2979629419e-12    3.8110206988e-03
    2.7400008610e+02    3.2959791838e-12    3.8110116869e-03
    2.7500018776e+02    3.2917411552e-12    3.8110025853e-03
    2.7600001534e+02    3.2893792613e-12    3.8109933108e-03
    2.7700012385e+02    3.2856793489e-12    3.8109838564e-03
    2.7800023635e+02    3.2829684067e-12    3.8109742958e-03
    2.7900007520e+02    3.2769415053e-12    3.8109647558e-03
    2.8000019442e+02    3.2729507192e-12    3.8109553528e-03
    2.8100003911e+02    3.2648760674e-12    3.8109461315e-03
    2.8200016435e+02    3.2594600006e-12    3.8109370270e-03
    2.8300001593e+02    3.2531538604e-12    3.8109279283e-03
    2.8400014872e+02    3.2464114099e-12    3.8109187321e-03
    2.8500000750e+02    3.2426009654e-12    3.8109094035e-03
    2.8600014656e+02    3.2429674662e-12    3.8108999268e-03
    2.8700001183e+02    3.2406055724e-12    3.8108902839e-03
    2.8800015868e+02    3.2330574019e-12    3.8108804640e-03
    2.8900003175e+02    3.2301050346e-12    3.8108705155e-03
    2.9000018496e+02    3.2227721106e-12    3.8108605348e-03
    2.9100006389e+02    3.2166753995e-12    3.8108506700e-03
    2.9200022381e+02    3.2184002801e-12    3.8108410565e-03
    2.9300010989e+02    3.2186300702e-12    3.8108317879e-03
    2.9400027661e+02    3.2148283520e-12    3.8108228661e-03
    2.9500016946e+02    3.2076146861e-12    3.8108142149e-03
    2.9600006595e+02    3.2028676286e-12    3.8108056811e-03
    2.9700024297e+02    3.1990600929e-12    3.8107970800e-03
    2.9800014551e+02    3.1950489457e-12    3.8107882576e-03
    2.9900005150e+02    3.1853803065e-12    3.8107791011e-03
    3.0000023887e+02    3.1837572317e-12    3.8107695812e-03
    3.0100015260e+02    3.1714939997e-12    3.8107597861e-03
    3.0200006947e+02    3.1700629015e-12    3.8107498888e-03
    3.0300026684e+02    3.1646671958e-12    3.8107401128e-03
    3.0400019026e+02    3.1606066001e-12    3.8107306417e-03
    3.0500011712e+02    3.1597747015e-12    3.8107215475e-03
    3.0600004748e+02    3.1492159890e-12    3.8107127546e-03
    3.0700025883e+02    3.1468075554e-12    3.8107040894e-03
    3.0800019606e+02    3.1455218940e-12    3.8106953892e-03
    3.0900013634e+02    3.1412315081e-12    3.8106865418e-03
    3.1000008029e+02    3.1364873593e-12    3.8106775198e-03
    3.1100002832e+02    3.1398265885e-12    3.8106683846e-03
    3.1200025731e+02    3.1350824397e-12    3.8106592602e-03
    3.1300021190e+02    3.1343727081e-12    3.8106502648e-03
    3.1400016944e+02    3.1264754892e-12    3.8106414351e-03
    3.1500013024e+02    3.1220585327e-12    3.8106327210e-03
    3.1600009455e+02    3.1191878602e-12    3.8106240068e-03
    3.1700006253e+02    3.1137757513e-12    3.8106151944e-03
    3.1800003380e+02    3.1183072368e-12    3.8106062442e-03
    3.1900000795e+02    3.1163577602e-12    3.8105971482e-03
    3.2000026307e+02    3.1115495833e-12    3.8105879026e-03
    3.2100024509e+02    3.1109356745e-12    3.8105785296e-03
    3.2200023077e+02    3.1179035069e-12    3.8105690857e-03
    3.2300021925e+02    3.1198310345e-12    3.8105596634e-03
    3.2400021070e+02    3.1261616788e-12    3.8105503609e-03
    3.2500020561e+02    3.1252032360e-12    3.8105412611e-03
    3.2600020399e+02    3.1249139073e-12    3.8105324081e-03
    3.2700020573e+02    3.1164841337e-12    3.8105238013e-03
    3.2800021097e+02    3.1133527328e-12    3.8105153810e-03
    3.2900021980e+02    3.1252444736e-12    3.8105070364e-03
    3.3000023209e+02    3.1365542315e-12    3.8104986173e-03
    3.3100024774e+02    3.1236155865e-12    3.8104899639e-03
    3.3200026671e+02    3.1058222059e-12    3.8104809585e-03
    3.3300001155e+02    3.1145080521e-12    3.8104715766e-03
    3.3400003705e+02    3.1113759861e-12    3.8104619092e-03
    3.3500006601e+02    3.1093779555e-12    3.8104521431e-03
    3.3600009878e+02    3.1099832178e-12    3.8104425028e-03
    3.3700013532e+02    3.1020463005e-12    3.8104331806e-03
    3.3800017524e+02    3.1056519344e-12    3.8104242526e-03
    3.3900021830e+02    3.1087933121e-12    3.8104156407e-03
    3.4000026447e+02    3.1052994190e-12    3.8104071531e-03
    3.4100003652e+02    3.1096207255e-12    3.8103985836e-03
    3.4200008953e+02    3.1119639552e-12    3.8103897980e-03
    3.4300014628e+02    3.1067480577e-12    3.8103808097e-03
    3.4400020662e+02    3.1132276896e-12    3.8103717366e-03
    3.4500027024e+02    3.1056279899e-12    3.8103627360e-03
    3.4600005959e+02    3.0989501512e-12    3.8103539193e-03
    3.4700012950e+02    3.1008603855e-12    3.8103452852e-03
    3.4800020271e+02    3.1040057540e-12    3.8103367472e-03
    3.4900000204e+02    3.1085512071e-12    3.8103281856e-03
    3.5000008215e+02    3.1082392643e-12    3.8103195101e-03
    3.5100016531e+02    3.1086915482e-12    3.8103107014e-03
    3.5200025193e+02    3.1128844859e-12    3.8103017685e-03
    3.5300006517e+02    3.1105698566e-12    3.8102927554e-03
    3.5400015954e+02    3.1218164278e-12    3.8102837386e-03
    3.5500025670e+02    3.1272730999e-12    3.8102748204e-03
    3.5600007911e+02    3.1205207674e-12    3.8102660721e-03
    3.5700018237e+02    3.1173354916e-12    3.8102575119e-03
    3.5800001205e+02    3.1362309816e-12    3.8102491313e-03
    3.5900012261e+02    3.1408163421e-12    3.8102408870e-03
    3.6000023616e+02    3.1290356769e-12    3.8102327301e-03
    3.6100007546e+02    3.1269671432e-12    3.8102245844e-03
    3.6200019567e+02    3.1253056650e-12    3.8102163402e-03
    3.6300004178e+02    3.1291387710e-12    3.8102078909e-03
    3.6400016841e+02    3.1281284486e-12    3.8101991548e-03
    3.6500002090e+02    3.1300832462e-12    3.8101901406e-03
    3.6600015443e+02    3.1396563670e-12    3.8101809217e-03
    3.6700001422e+02    3.1394581602e-12    3.8101716566e-03
    3.6800015507e+02    3.1363879507e-12    3.8101625232e-03
    3.6900002182e+02    3.1517256958e-12    3.8101536715e-03
    3.7000016905e+02    3.1427418743e-12    3.8101451283e-03
    3.7100004191e+02    3.1354534523e-12    3.8101367931e-03
    3.7200019557e+02    3.1415719223e-12    3.8101284738e-03
    3.7300007542e+02    3.1481280434e-12    3.8101200116e-03
    3.7400023627e+02    3.1532182326e-12    3.8101113518e-03
    3.7500012313e+02    3.1534124486e-12    3.8101025682e-03
    3.7600001341e+02    3.1499804120e-12    3.8100937994e-03
    3.7700018446e+02    3.1636333996e-12    3.8100851557e-03
    3.7800008110e+02    3.1638395878e-12    3.8100766689e-03
    3.7900025816e+02    3.1663298097e-12    3.8100682681e-03
    3.8000016110e+02    3.1664940952e-12    3.8100598475e-03
    3.8100006753e+02    3.1575794466e-12    3.8100513175e-03
    3.8200025475e+02    3.1568059081e-12    3.8100426441e-03
    3.8300016797e+02    3.1583928925e-12    3.8100338342e-03
    3.8400008497e+02    3.1609396499e-12    3.8100249222e-03
    3.8500000556e+02    3.1591112257e-12    3.8100159831e-03
    3.8600020662e+02    3.1682639885e-12    3.8100071135e-03
    3.8700013313e+02    3.1677598250e-12    3.8099984028e-03
    3.8800006308e+02    3.1669829609e-12    3.8099898993e-03
    3.8900027414e+02    3.1675629485e-12    3.8099815929e-03
    3.9000021106e+02    3.1695862538e-12    3.8099734340e-03
    3.9100015103e+02    3.1713561471e-12    3.8099653528e-03
    3.9200009427e+02    3.1685213912e-12    3.8099572694e-03
    3.9300004100e+02    3.1611072610e-12    3.8099490936e-03
    3.9400026852e+02    3.1605532132e-12    3.8099407254e-03
    3.9500022174e+02    3.1656141370e-12    3.8099321019e-03
    3.9600017826e+02    3.1734286715e-12    3.8099232251e-03
    3.9700013832e+02    3.1712849789e-12    3.8099141774e-03
    3.9800010196e+02    3.1693308464e-12    3.8099051177e-03
    3.9900006903e+02    3.1700132630e-12    3.8098962259e-03
    4.0000003936e+02    3.1875312825e-12    3.8098876314e-03
    4.0100001274e+02    3.1983920821e-12    3.8098793545e-03
    4.0200026663e+02    3.1932606552e-12    3.8098712899e-03
    4.0300024637e+02    3.1862934879e-12    3.8098632611e-03
    4.0400022969e+02    3.1891681511e-12    3.8098551024e-03
    4.0500021672e+02    3.1985064833e-12    3.8098467495e-03
    4.0600020736e+02    3.2051444146e-12    3.8098382757e-03
    4.0700020136e+02    3.2062365472e-12    3.8098298207e-03
    4.0800019842e+02    3.2039146015e-12    3.8098215010e-03
    4.0900019835e+02    3.2085239065e-12    3.8098133444e-03
    4.1000020137e+02    3.2132077053e-12    3.8098052762e-03
    4.1100020792e+02    3.2160218423e-12    3.8097971792e-03
    4.1200021815e+02    3.2203305115e-12    3.8097889708e-03
    4.1300023177e+02    3.2263924460e-12    3.8097806242e-03
    4.1400024868e+02    3.2314507093e-12    3.8097721519e-03
    4.1500026917e+02    3.2349312999e-12    3.8097635818e-03
    4.1600001584e+02    3.2399835770e-12    3.8097549772e-03
    4.1700004315e+02    3.2424119425e-12    3.8097464285e-03
    4.1800007328e+02    3.2465955685e-12    3.8097380320e-03
    4.1900010652e+02    3.2656008039e-12    3.8097298315e-03
    4.2000014334e+02    3.2740312427e-12    3.8097218063e-03
    4.2100018367e+02    3.2758430388e-12    3.8097138899e-03
    4.2200022718e+02    3.2773655062e-12    3.8097060018e-03
    4.2300027393e+02    3.2793874812e-12    3.8096980615e-03
    4.2400004669e+02    3.2819754763e-12    3.8096899967e-03
    4.2500010026e+02    3.2843785670e-12    3.8096817459e-03
    4.2600015686e+02    3.2882635527e-12    3.8096732651e-03
    4.2700021664e+02    3.2818963266e-12    3.8096645534e-03
    4.2800000250e+02    3.2845328757e-12    3.8096556883e-03
    4.2900006956e+02    3.2886240496e-12    3.8096468072e-03
    4.3000014027e+02    3.2885495557e-12    3.8096380691e-03
    4.3100021438e+02    3.2941319362e-12    3.8096295774e-03
    4.3200001391e+02    3.3006654432e-12    3.8096213350e-03
    4.3300009388e+02    3.3180624102e-12    3.8096132186e-03
    4.3400017747e+02    3.3163763224e-12    3.8096050712e-03
    4.3500026498e+02    3.3149549538e-12    3.8095967931e-03
    4.3600007858e+02    3.3126729155e-12    3.8095884041e-03
    4.3700017297e+02    3.3175742096e-12    3.8095800213e-03
    4.3800027044e+02    3.3232723216e-12    3.8095717887e-03
    4.3900009315e+02    3.3320898622e-12    3.8095637760e-03
    4.4000019618e+02    3.3343479561e-12    3.8095559286e-03
    4.4100002535e+02    3.3398052934e-12    3.8095481182e-03
    4.4200013611e+02    3.3471529113e-12    3.8095402086e-03
    4.4300025045e+02    3.3415425956e-12    3.8095321294e-03
    4.4400009034e+02    3.3473743974e-12    3.8095238803e-03
    4.4500021105e+02    3.3593991629e-12    3.8095155077e-03
    4.4600005802e+02    3.3652735326e-12    3.8095071121e-03
    4.4700018593e+02    3.3712982201e-12    3.8094988069e-03
    4.4800003910e+02    3.3687853840e-12    3.8094907057e-03
    4.4900017265e+02    3.3771459848e-12    3.8094828512e-03
