                   t                divB                mass
    3.5000003293e+01    1.9124735227e-12    3.6596029763e-03
    3.6000000773e+01    1.7977566759e-12    3.6594454123e-03
    3.7000001721e+01    1.8101327201e-12    3.6592893865e-03
    3.8000004563e+01    1.7605199379e-12    3.6591381600e-03
    3.9000002204e+01    1.7915459454e-12    3.6589954612e-03
    4.0000005884e+01    1.8123013664e-12    3.6588643862e-03
    4.1000003469e+01    1.7848356315e-12    3.6587464467e-03
    4.2000009094e+01    1.8027361139e-12    3.6586414918e-03
    4.3000002209e+01    1.7768031830e-12    3.6585474635e-03
    4.4000009284e+01    1.8222249101e-12    3.6584598403e-03
    4.5000005568e+01    1.8366049652e-12    3.6583739501e-03
    4.6000002790e+01    1.8330227249e-12    3.6582849405e-03
    4.7000010659e+01    1.8252993870e-12    3.6581908341e-03
    4.8000010977e+01    1.8181962380e-12    3.6580929239e-03
    4.9000002692e+01    1.8378124599e-12    3.6579950373e-03
    5.0000000902e+01    1.8396931991e-12    3.6579009412e-03
    5.1000012032e+01    1.8683548811e-12    3.6578138889e-03
    5.2000016872e+01    1.8649908208e-12    3.6577357951e-03
    5.3000013931e+01    1.8645850065e-12    3.6576670658e-03
    5.4000000571e+01    1.8669051446e-12    3.6576065965e-03
    5.5000009417e+01    1.8710472488e-12    3.6575525841e-03
    5.6000014473e+01    1.8852563455e-12    3.6575031321e-03
    5.7000019309e+01    1.8974055850e-12    3.6574567047e-03
    5.8000027348e+01    1.8791131572e-12    3.6574117998e-03
    5.9000015110e+01    1.8424443400e-12    3.6573673546e-03
    6.0000006576e+01    1.8615539938e-12    3.6573231576e-03
    6.1000002415e+01    1.8854130738e-12    3.6572783764e-03
    6.2000000943e+01    1.8551378076e-12    3.6572318706e-03
    6.3000001346e+01    1.8678483371e-12    3.6571804638e-03
    6.4000000137e+01    2.4523157704e-12    3.6571204199e-03
    6.5000000095e+01    2.4389207614e-12    3.6570481562e-03
    6.6000000539e+01    2.7163129504e-12    3.6569610269e-03
    6.7000000622e+01    2.7859565965e-12    3.6568594575e-03
    6.8000001545e+01    2.7797189368e-12    3.6567468815e-03
    6.9000002063e+01    3.0132107678e-12    3.6566279896e-03
    7.0000000299e+01    2.8860085214e-12    3.6565082177e-03
    7.1000001318e+01    3.3858405009e-12    3.6563943264e-03
    7.2000001247e+01    3.8952144237e-12    3.6562904112e-03
    7.3000000269e+01    4.6669332888e-12    3.6561981224e-03
    7.4000000057e+01    5.3202296991e-12    3.6561157850e-03
    7.5000002189e+01    5.1043471652e-12    3.6560394575e-03
    7.6000001376e+01    5.0563613711e-12    3.6559636012e-03
    7.7000000111e+01    5.0083475247e-12    3.6558830266e-03
    7.8000000638e+01    4.9544775881e-12    3.6557949115e-03
    7.9000002654e+01    4.9248061651e-12    3.6556983933e-03
    8.0000001438e+01    4.8703694397e-12    3.6555952645e-03
    8.1000007275e+01    4.8081239769e-12    3.6554897831e-03
    8.2000001734e+01    4.7951956310e-12    3.6553876755e-03
    8.3000002142e+01    4.8410747811e-12    3.6552936671e-03
    8.4000009060e+01    4.8567027409e-12    3.6552131111e-03
    8.5000003696e+01    4.8367355437e-12    3.6551494372e-03
    8.6000011241e+01    4.8423357736e-12    3.6551024896e-03
    8.7000001483e+01    4.8394128436e-12    3.6550713606e-03
    8.8000011048e+01    4.8420497753e-12    3.6550529217e-03
    8.9000002641e+01    4.8369517114e-12    3.6550436094e-03
    9.0000006262e+01    4.8256826879e-12    3.6550408066e-03
    9.1000014791e+01    4.8227533850e-12    3.6550436382e-03
    9.2000002492e+01    4.8329412829e-12    3.6550524292e-03
    9.3000014644e+01    4.8233733216e-12    3.6550683376e-03
    9.4000007121e+01    4.8226062698e-12    3.6550936494e-03
    9.5000017484e+01    4.8233432143e-12    3.6551306305e-03
    9.6000016218e+01    4.8221471336e-12    3.6551800131e-03
    9.7000031235e+01    4.8169194125e-12    3.6552401174e-03
    9.8000022954e+01    4.8204529140e-12    3.6553071609e-03
    9.9000045819e+01    4.8174572382e-12    3.6553788206e-03
    1.0000011157e+02    4.8155071066e-12    3.6554536810e-03
    1.0100003588e+02    4.8179416920e-12    3.6555324066e-03
    1.0200010624e+02    4.8183919329e-12    3.6556164445e-03
    1.0300010771e+02    4.8207690406e-12    3.6557076185e-03
    1.0400004183e+02    4.8203755930e-12    3.6558062455e-03
    1.0500008054e+02    4.8244934498e-12    3.6559147868e-03
    1.0600015691e+02    4.8185376795e-12    3.6560290053e-03
    1.0700007845e+02    4.8135850296e-12    3.6561401154e-03
    1.0800003629e+02    4.8197932906e-12    3.6562348130e-03
    1.0900009502e+02    4.8239084103e-12    3.6562996768e-03
    1.1000003490e+02    4.8167223465e-12    3.6563258970e-03
    1.1100001343e+02    4.8232145740e-12    3.6563080127e-03
    1.1200012328e+02    4.8317171477e-12    3.6562429838e-03
    1.1300002702e+02    4.8402115103e-12    3.6561284417e-03
    1.1400002592e+02    4.8374402707e-12    3.6559600392e-03
    1.1500010068e+02    4.8384967630e-12    3.6557326271e-03
    1.1600003684e+02    4.8437929098e-12    3.6554487981e-03
    1.1700004231e+02    4.8424753517e-12    3.6551178082e-03
    1.1800002478e+02    4.8615003966e-12    3.6547565474e-03
    1.1900001693e+02    4.8441379734e-12    3.6543849678e-03
    1.2000000816e+02    4.8561745335e-12    3.6540208558e-03
    1.2100002107e+02    4.8601675624e-12    3.6536758448e-03
    1.2200005588e+02    4.8718647561e-12    3.6533548523e-03
    1.2300001603e+02    4.8688843528e-12    3.6530578936e-03
    1.2400002196e+02    4.8491656933e-12    3.6527845687e-03
    1.2500000302e+02    4.8521846339e-12    3.6525357705e-03
    1.2600003378e+02    4.8467187914e-12    3.6523125817e-03
    1.2700004198e+02    4.8355380371e-12    3.6521161008e-03
    1.2800003408e+02    4.8331294535e-12    3.6519447335e-03
    1.2900002130e+02    4.8307236070e-12    3.6517929641e-03
    1.3000002920e+02    4.8428787428e-12    3.6516539632e-03
    1.3100003223e+02    4.8647393757e-12    3.6515201553e-03
    1.3200002684e+02    4.8614166252e-12    3.6513861483e-03
    1.3300004193e+02    4.8532301781e-12    3.6512482243e-03
    1.3400002501e+02    4.8531535413e-12    3.6511056665e-03
    1.3500004334e+02    4.8688312307e-12    3.6509580925e-03
    1.3600000195e+02    4.8752714547e-12    3.6508067079e-03
    1.3700001148e+02    4.8869968773e-12    3.6506524781e-03
    1.3800000811e+02    4.8861429250e-12    3.6504978970e-03
    1.3900005312e+02    4.8886473045e-12    3.6503467364e-03
    1.4000001976e+02    4.8883352834e-12    3.6502047573e-03
    1.4100004437e+02    4.8777402528e-12    3.6500773448e-03
    1.4200004180e+02    4.8872787911e-12    3.6499678149e-03
    1.4300000146e+02    4.8903579462e-12    3.6498754910e-03
    1.4400003327e+02    4.8925749379e-12    3.6497959703e-03
    1.4500002666e+02    4.8993791864e-12    3.6497225556e-03
    1.4600001543e+02    4.9263279520e-12    3.6496459756e-03
    1.4700004400e+02    4.9033095569e-12    3.6495590076e-03
    1.4800001691e+02    4.8911215767e-12    3.6494572812e-03
    1.4900000154e+02    4.8907055486e-12    3.6493412071e-03
    1.5000004731e+02    4.8768972486e-12    3.6492151914e-03
    1.5100004702e+02    4.8739275745e-12    3.6490847873e-03
    1.5200005013e+02    4.8601877001e-12    3.6489533014e-03
    1.5300000999e+02    4.8341859458e-12    3.6488210215e-03
    1.5400000465e+02    4.8265605893e-12    3.6486866522e-03
    1.5500000753e+02    4.8255670485e-12    3.6485487190e-03
    1.5600004825e+02    4.8282329126e-12    3.6484088896e-03
    1.5700001768e+02    4.7886664536e-12    3.6482710558e-03
    1.5800001730e+02    4.7745078142e-12    3.6481398850e-03
    1.5900004156e+02    4.7770970415e-12    3.6480165951e-03
    1.6000005028e+02    4.7729107590e-12    3.6478977640e-03
    1.6100003604e+02    4.7496515056e-12    3.6477772863e-03
    1.6200003850e+02    4.7731830932e-12    3.6476499289e-03
    1.6300003392e+02    4.7285586088e-12    3.6475150943e-03
    1.6400000297e+02    4.7410818747e-12    3.6473763872e-03
    1.6500001621e+02    4.7134283248e-12    3.6472378044e-03
    1.6600000107e+02    4.7118682195e-12    3.6471005202e-03
    1.6700004021e+02    4.6904701442e-12    3.6469624117e-03
    1.6800000954e+02    4.6848305006e-12    3.6468203825e-03
    1.6900001270e+02    4.7036215579e-12    3.6466730406e-03
    1.7000004389e+02    4.6955774362e-12    3.6465220795e-03
    1.7100000696e+02    4.6913022004e-12    3.6463717269e-03
    1.7200002715e+02    4.6823261211e-12    3.6462271884e-03
    1.7300001597e+02    4.6916716990e-12    3.6460931942e-03
    1.7400001618e+02    4.6837466380e-12    3.6459732108e-03
    1.7500005107e+02    4.6864302927e-12    3.6458689589e-03
    1.7600001075e+02    4.7012670306e-12    3.6457792188e-03
    1.7700002427e+02    4.7093871048e-12    3.6456996886e-03
    1.7800004521e+02    4.7065987587e-12    3.6456236152e-03
    1.7900004272e+02    4.7053547801e-12    3.6455431961e-03
    1.8000002784e+02    4.7198439155e-12    3.6454517040e-03
    1.8100004958e+02    4.7151239129e-12    3.6453461129e-03
    1.8200000010e+02    4.7022571500e-12    3.6452273953e-03
    1.8300000099e+02    4.6876920621e-12    3.6451004637e-03
    1.8400003082e+02    4.6890605755e-12    3.6449726721e-03
    1.8500002900e+02    4.6814427457e-12    3.6448514733e-03
    1.8600003691e+02    4.7179061006e-12    3.6447426381e-03
    1.8700002139e+02    4.7202832083e-12    3.6446491645e-03
    1.8800001349e+02    4.7136903951e-12    3.6445708779e-03
    1.8900000026e+02    4.6936642545e-12    3.6445034905e-03
    1.9000005626e+02    4.7063886919e-12    3.6444399521e-03
    1.9100005445e+02    4.6890167830e-12    3.6443729843e-03
    1.9200006647e+02    4.7020142389e-12    3.6442974805e-03
    1.9300003501e+02    4.7298593807e-12    3.6442118057e-03
    1.9400004514e+02    4.7231577707e-12    3.6441181266e-03
    1.9500002211e+02    4.7139463071e-12    3.6440208051e-03
    1.9600005859e+02    4.6933549705e-12    3.6439247205e-03
    1.9700001587e+02    4.6849810371e-12    3.6438338932e-03
    1.9800006388e+02    4.7014073032e-12    3.6437504496e-03
    1.9900000518e+02    4.7776348672e-12    3.6436727811e-03
    2.0000000547e+02    4.7820086360e-12    3.6435960620e-03
    2.0100006228e+02    4.7691747175e-12    3.6435146725e-03
    2.0200000898e+02    4.7469404805e-12    3.6434249512e-03
    2.0300000340e+02    4.7809740399e-12    3.6433270996e-03
    2.0400001536e+02    4.7483924732e-12    3.6432258312e-03
    2.0500004368e+02    4.7322672800e-12    3.6431282046e-03
    2.0600000296e+02    4.7027060224e-12    3.6430404405e-03
    2.0700005138e+02    4.7236415402e-12    3.6429651815e-03
    2.0800005883e+02    4.6988413406e-12    3.6429004533e-03
    2.0900003758e+02    4.7421274190e-12    3.6428399446e-03
    2.1000002146e+02    4.7422013187e-12    3.6427750828e-03
    2.1100003507e+02    4.7311601527e-12    3.6426977739e-03
    2.1200000060e+02    4.7451053041e-12    3.6426027932e-03
    2.1300002072e+02    4.7806223320e-12    3.6424895161e-03
    2.1400002510e+02    4.7748444685e-12    3.6423619656e-03
    2.1500004448e+02    4.7654852054e-12    3.6422278983e-03
    2.1600002894e+02    4.7769738753e-12    3.6420961003e-03
    2.1700005180e+02    4.7841790982e-12    3.6419732656e-03
    2.1800001997e+02    4.7830596543e-12    3.6418622099e-03
    2.1900006796e+02    4.7800106065e-12    3.6417612716e-03
    2.2000000743e+02    4.7775445454e-12    3.6416665881e-03
    2.2100004339e+02    4.7797191131e-12    3.6415752578e-03
    2.2200006044e+02    4.7827366851e-12    3.6414865473e-03
    2.2300004807e+02    4.7779865752e-12    3.6414008221e-03
    2.2400003523e+02    4.7787707334e-12    3.6413177690e-03
    2.2500005752e+02    4.7796383708e-12    3.6412358409e-03
    2.2600007650e+02    4.7818909439e-12    3.6411534397e-03
    2.2700003940e+02    4.7608815264e-12    3.6410695243e-03
    2.2800003507e+02    4.7767179633e-12    3.6409834057e-03
    2.2900007162e+02    4.7666689695e-12    3.6408939396e-03
    2.3000008378e+02    4.7371378192e-12    3.6407991902e-03
    2.3100008148e+02    4.7508462177e-12    3.6406972985e-03
    2.3200003259e+02    4.7580856535e-12    3.6405882527e-03
    2.3300004944e+02    4.7495474985e-12    3.6404754165e-03
    2.3400007209e+02    4.7538938970e-12    3.6403646534e-03
    2.3500007586e+02    4.7723113502e-12    3.6402619233e-03
    2.3600003774e+02    4.7647188379e-12    3.6401703782e-03
    2.3700006262e+02    4.7514250989e-12    3.6400890635e-03
    2.3800001079e+02    4.7498116216e-12    3.6400138248e-03
    2.3900000128e+02    4.7444073623e-12    3.6399392969e-03
    2.4000002605e+02    4.7452188907e-12    3.6398614918e-03
    2.4100002234e+02    4.7506737851e-12    3.6397790836e-03
    2.4200006621e+02    4.7561300479e-12    3.6396927714e-03
    2.4300008306e+02    4.7626715419e-12    3.6396039503e-03
    2.4400008453e+02    4.7575026668e-12    3.6395133164e-03
    2.4500007732e+02    4.7488796640e-12    3.6394208524e-03
    2.4600000404e+02    4.7521394629e-12    3.6393268363e-03
    2.4700002221e+02    4.7576477293e-12    3.6392324965e-03
    2.4800002263e+02    4.7665239071e-12    3.6391401974e-03
    2.4900009521e+02    4.7612920804e-12    3.6390522882e-03
    2.5000009578e+02    4.7650116998e-12    3.6389697339e-03
    2.5100009158e+02    4.7772311558e-12    3.6388917268e-03
    2.5200007751e+02    4.7706417638e-12    3.6388166616e-03
    2.5300006358e+02    4.7703844833e-12    3.6387427152e-03
    2.5400000698e+02    4.7667551858e-12    3.6386683589e-03
    2.5500008456e+02    4.7634817018e-12    3.6385926050e-03
    2.5600007313e+02    4.7640427923e-12    3.6385150927e-03
    2.5700001055e+02    4.7631423105e-12    3.6384360605e-03
    2.5800011302e+02    4.7629356650e-12    3.6383567285e-03
    2.5900008563e+02    4.7570483204e-12    3.6382789333e-03
    2.6000006885e+02    4.7559781429e-12    3.6382044517e-03
    2.6100007049e+02    4.7548942803e-12    3.6381342344e-03
    2.6200007037e+02    4.7584948390e-12    3.6380680338e-03
    2.6300005229e+02    4.7635268628e-12    3.6380042868e-03
    2.6400006548e+02    4.7592187826e-12    3.6379406076e-03
    2.6500004619e+02    4.7601425292e-12    3.6378744584e-03
    2.6600006955e+02    4.7630697793e-12    3.6378039841e-03
    2.6700004365e+02    4.7641440623e-12    3.6377283764e-03
    2.6800004638e+02    4.7639168891e-12    3.6376478244e-03
    2.6900004884e+02    4.7625100573e-12    3.6375635429e-03
    2.7000003402e+02    4.7558139213e-12    3.6374776308e-03
    2.7100007331e+02    4.7540772778e-12    3.6373925098e-03
    2.7200006813e+02    4.7529810986e-12    3.6373104874e-03
    2.7300010152e+02    4.7498800473e-12    3.6372333870e-03
    2.7400008446e+02    4.7510090708e-12    3.6371625219e-03
    2.7500008846e+02    4.7595157500e-12    3.6370986202e-03
    2.7600003350e+02    4.7567951454e-12    3.6370412745e-03
    2.7700005006e+02    4.7563052176e-12    3.6369883802e-03
    2.7800007373e+02    4.7502331237e-12    3.6369363038e-03
    2.7900000998e+02    4.7448220218e-12    3.6368807911e-03
    2.8000003046e+02    4.7454214307e-12    3.6368189588e-03
    2.8100006795e+02    4.7455090155e-12    3.6367509986e-03
    2.8200004981e+02    4.7384091681e-12    3.6366796385e-03
    2.8300003673e+02    4.7461207410e-12    3.6366087679e-03
    2.8400010163e+02    4.7479928673e-12    3.6365417979e-03
    2.8500000014e+02    4.7493914880e-12    3.6364802495e-03
    2.8600008679e+02    4.7536913571e-12    3.6364230148e-03
    2.8700008312e+02    4.7589081301e-12    3.6363673078e-03
    2.8800007727e+02    4.7491410501e-12    3.6363101660e-03
    2.8900009710e+02    4.7513457251e-12    3.6362492895e-03
    2.9000002283e+02    4.7446578002e-12    3.6361835523e-03
    2.9100008503e+02    4.7391249006e-12    3.6361131695e-03
    2.9200005318e+02    4.7354805495e-12    3.6360393986e-03
    2.9300000530e+02    4.7334168313e-12    3.6359636442e-03
    2.9400009346e+02    4.7177364049e-12    3.6358869487e-03
    2.9500002058e+02    4.7182304383e-12    3.6358102302e-03
    2.9600009340e+02    4.7067362943e-12    3.6357344944e-03
    2.9700002945e+02    4.7025760136e-12    3.6356613165e-03
    2.9800008683e+02    4.6932413838e-12    3.6355928138e-03
    2.9900006760e+02    4.7007531538e-12    3.6355310263e-03
    3.0000005242e+02    4.6965271845e-12    3.6354771013e-03
    3.0100009323e+02    4.6898009412e-12    3.6354310039e-03
    3.0200003504e+02    4.6738851305e-12    3.6353915562e-03
    3.0300003293e+02    4.6931469564e-12    3.6353566174e-03
    3.0400001587e+02    4.6906973175e-12    3.6353235097e-03
    3.0500008877e+02    4.6740124023e-12    3.6352891111e-03
    3.0600009754e+02    4.6759146359e-12    3.6352502164e-03
    3.0700004802e+02    4.6759707449e-12    3.6352039609e-03
    3.0800007069e+02    4.6880588237e-12    3.6351484776e-03
    3.0900005050e+02    4.6935534049e-12    3.6350833102e-03
    3.1000004689e+02    4.6785517612e-12    3.6350094746e-03
    3.1100001282e+02    4.6650472711e-12    3.6349291331e-03
    3.1200006859e+02    4.6806387441e-12    3.6348454251e-03
