                   t                divB                mass
    8.2000286820e+01    1.0602028731e-12    3.3642317931e-03
    8.3000140372e+01    1.0577204848e-12    3.3640860917e-03
    8.4000254122e+01    1.0572191402e-12    3.3639397598e-03
    8.5000004192e+01    1.0564140596e-12    3.3637948803e-03
    8.6000196617e+01    1.0563401535e-12    3.3636530175e-03
    8.7000151080e+01    1.0566357778e-12    3.3635148919e-03
    8.8000299120e+01    1.0583588261e-12    3.3633802827e-03
    8.9000233810e+01    1.0573624459e-12    3.3632485907e-03
    9.0000199079e+01    1.0599058968e-12    3.3631181490e-03
    9.1000236518e+01    1.0590573288e-12    3.3629868479e-03
    9.2000365527e+01    1.0594973855e-12    3.3628528663e-03
    9.3000122507e+01    1.0587119080e-12    3.3627150366e-03
    9.4000180328e+01    1.0609457645e-12    3.3625731297e-03
    9.5000093823e+01    1.0588518338e-12    3.3624264930e-03
    9.6000174203e+01    1.0593885542e-12    3.3622733016e-03
    9.7000067373e+01    1.0588833791e-12    3.3621121491e-03
    9.8000193938e+01    1.0574742063e-12    3.3619411819e-03
    9.9000254961e+01    1.0564012161e-12    3.3617600258e-03
    1.0000035452e+02    1.0569320781e-12    3.3615686241e-03
    1.0100025520e+02    1.0576986285e-12    3.3613687120e-03
    1.0200035878e+02    1.0520991157e-12    3.3611675404e-03
    1.0300027330e+02    1.0511464483e-12    3.3609723111e-03
    1.0400029461e+02    1.0504105419e-12    3.3607846447e-03
    1.0500035010e+02    1.0525306101e-12    3.3606036456e-03
    1.0600009376e+02    1.0544783059e-12    3.3604275878e-03
    1.0700019091e+02    1.0502733199e-12    3.3602546800e-03
    1.0800019219e+02    1.0508294182e-12    3.3600850107e-03
    1.0900009701e+02    1.0504801669e-12    3.3599191084e-03
    1.1000026273e+02    1.0518111524e-12    3.3597566310e-03
    1.1100027807e+02    1.0496633694e-12    3.3595971078e-03
    1.1200014895e+02    1.0549821291e-12    3.3594390917e-03
    1.1300028561e+02    1.0577815475e-12    3.3592812621e-03
    1.1400009891e+02    1.0597017538e-12    3.3591240039e-03
    1.1500003199e+02    1.0594811622e-12    3.3589682584e-03
    1.1600012544e+02    1.0577256673e-12    3.3588150395e-03
    1.1700002099e+02    1.0580012378e-12    3.3586653468e-03
    1.1800000678e+02    1.0570647936e-12    3.3585190657e-03
    1.1900036519e+02    1.0584703612e-12    3.3583746709e-03
    1.2000004768e+02    1.0549773973e-12    3.3582306129e-03
    1.2100014487e+02    1.0544023719e-12    3.3580857956e-03
    1.2200020907e+02    1.0505885474e-12    3.3579400459e-03
    1.2300014694e+02    1.0511131004e-12    3.3577931261e-03
    1.2400034073e+02    1.0531148738e-12    3.3576447745e-03
    1.2500008646e+02    1.0548241774e-12    3.3574951103e-03
    1.2600011038e+02    1.0525306101e-12    3.3573439580e-03
    1.2700033446e+02    1.0519837501e-12    3.3571912577e-03
    1.2800018492e+02    1.0508686245e-12    3.3570365425e-03
    1.2900013546e+02    1.0527101929e-12    3.3568791444e-03
    1.3000020349e+02    1.0524724767e-12    3.3567188793e-03
    1.3100005869e+02    1.0535918835e-12    3.3565562131e-03
    1.3200010155e+02    1.0487706379e-12    3.3563915953e-03
    1.3300022588e+02    1.0447912007e-12    3.3562253115e-03
    1.3400003425e+02    1.0452100770e-12    3.3560578301e-03
    1.3500016224e+02    1.0399557598e-12    3.3558901767e-03
    1.3600019169e+02    1.0381926039e-12    3.3557238589e-03
    1.3700013709e+02    1.0349082895e-12    3.3555601133e-03
    1.3800002336e+02    1.0385517695e-12    3.3553992444e-03
    1.3900017679e+02    1.0415062104e-12    3.3552405127e-03
    1.4000020122e+02    1.0421533393e-12    3.3550829104e-03
    1.4100015606e+02    1.0396067338e-12    3.3549252356e-03
    1.4200008839e+02    1.0353422624e-12    3.3547664824e-03
    1.4300002949e+02    1.0347902200e-12    3.3546066007e-03
    1.4400002030e+02    1.0287348780e-12    3.3544470157e-03
    1.4500017367e+02    1.0282382651e-12    3.3542903804e-03
    1.4600011892e+02    1.0274798265e-12    3.3541398340e-03
    1.4700018854e+02    1.0239823561e-12    3.3539970466e-03
    1.4800034809e+02    1.0211682917e-12    3.3538615436e-03
    1.4900021694e+02    1.0202437896e-12    3.3537314728e-03
    1.5000001062e+02    1.0238138141e-12    3.3536041439e-03
    1.5100001106e+02    1.0211795579e-12    3.3534767669e-03
    1.5200023838e+02    1.0199596568e-12    3.3533462483e-03
    1.5300032290e+02    1.0202888543e-12    3.3532096417e-03
    1.5400026608e+02    1.0191883746e-12    3.3530653569e-03
    1.5500002907e+02    1.0197090971e-12    3.3529140016e-03
    1.5600009336e+02    1.0165405989e-12    3.3527573157e-03
    1.5700022548e+02    1.0185024901e-12    3.3525978701e-03
    1.5800013474e+02    1.0183537766e-12    3.3524383951e-03
    1.5900020642e+02    1.0192469587e-12    3.3522812446e-03
    1.6000004240e+02    1.0226876476e-12    3.3521283810e-03
    1.6100001040e+02    1.0211953305e-12    3.3519801094e-03
    1.6200006028e+02    1.0223656604e-12    3.3518351530e-03
    1.6300020585e+02    1.0237838461e-12    3.3516912370e-03
    1.6400034316e+02    1.0239523881e-12    3.3515462781e-03
    1.6500001971e+02    1.0241044814e-12    3.3513988906e-03
    1.6600032493e+02    1.0251668814e-12    3.3512483535e-03
    1.6700015622e+02    1.0240197598e-12    3.3510943104e-03
    1.6800022057e+02    1.0201847549e-12    3.3509365860e-03
    1.6900017248e+02    1.0233221584e-12    3.3507756834e-03
    1.7000035154e+02    1.0271968202e-12    3.3506123011e-03
    1.7100011426e+02    1.0275681532e-12    3.3504469999e-03
    1.7200026722e+02    1.0285604777e-12    3.3502801566e-03
    1.7300008445e+02    1.0224776462e-12    3.3501130267e-03
    1.7400034550e+02    1.0238622587e-12    3.3499475358e-03
    1.7500001137e+02    1.0215502149e-12    3.3497860428e-03
    1.7600016648e+02    1.0227547940e-12    3.3496300026e-03
    1.7700011399e+02    1.0210538274e-12    3.3494797507e-03
    1.7800014269e+02    1.0196624552e-12    3.3493340215e-03
    1.7900013144e+02    1.0219544452e-12    3.3491912866e-03
    1.8000003596e+02    1.0194531297e-12    3.3490505177e-03
    1.8100023437e+02    1.0187981145e-12    3.3489103765e-03
    1.8200034998e+02    1.0225621425e-12    3.3487696006e-03
    1.8300028029e+02    1.0238045759e-12    3.3486275934e-03
    1.8400000303e+02    1.0229355034e-12    3.3484848562e-03
    1.8500035929e+02    1.0246125857e-12    3.3483418532e-03
    1.8600000847e+02    1.0256585371e-12    3.3481992209e-03
    1.8700004396e+02    1.0261346455e-12    3.3480579414e-03
    1.8800015673e+02    1.0277060512e-12    3.3479200590e-03
    1.8900036213e+02    1.0249987901e-12    3.3477871069e-03
    1.9000033641e+02    1.0269561748e-12    3.3476598885e-03
    1.9100002352e+02    1.0262360411e-12    3.3475382106e-03
    1.9200013665e+02    1.0232216642e-12    3.3474203848e-03
    1.9300026182e+02    1.0226473147e-12    3.3473049290e-03
    1.9400033351e+02    1.0212153843e-12    3.3471910852e-03
    1.9500032826e+02    1.0235542416e-12    3.3470783320e-03
    1.9600019792e+02    1.0241475182e-12    3.3469660325e-03
    1.9700020462e+02    1.0264879527e-12    3.3468533764e-03
    1.9800033830e+02    1.0249411073e-12    3.3467393279e-03
    1.9900031084e+02    1.0227944509e-12    3.3466227240e-03
    2.0000023118e+02    1.0199359978e-12    3.3465024153e-03
    2.0100023882e+02    1.0204472567e-12    3.3463772163e-03
    2.0200001724e+02    1.0219247025e-12    3.3462465608e-03
    2.0300027336e+02    1.0182273702e-12    3.3461107118e-03
    2.0400022868e+02    1.0215195709e-12    3.3459705896e-03
    2.0500029421e+02    1.0195470896e-12    3.3458267284e-03
    2.0600012573e+02    1.0178411658e-12    3.3456790963e-03
    2.0700000473e+02    1.0182113722e-12    3.3455273218e-03
    2.0800027475e+02    1.0212201161e-12    3.3453712276e-03
    2.0900010114e+02    1.0213600419e-12    3.3452113529e-03
    2.1000013202e+02    1.0208627531e-12    3.3450482956e-03
    2.1100034318e+02    1.0193584938e-12    3.3448830020e-03
    2.1200000449e+02    1.0200817821e-12    3.3447166568e-03
    2.1300021132e+02    1.0184407515e-12    3.3445503419e-03
    2.1400034353e+02    1.0161318622e-12    3.3443849010e-03
    2.1500012868e+02    1.0146440516e-12    3.3442212093e-03
    2.1600001304e+02    1.0138245502e-12    3.3440605030e-03
    2.1700001557e+02    1.0141643380e-12    3.3439036900e-03
    2.1800012291e+02    1.0088104278e-12    3.3437514114e-03
    2.1900029856e+02    1.0078187794e-12    3.3436049313e-03
    2.2000014076e+02    1.0094221810e-12    3.3434657067e-03
    2.2100002863e+02    1.0101837742e-12    3.3433347037e-03
    2.2200000908e+02    1.0131584942e-12    3.3432126621e-03
    2.2300031066e+02    1.0113099407e-12    3.3430998098e-03
    2.2400012711e+02    1.0113775377e-12    3.3429958226e-03
    2.2500018450e+02    1.0180685172e-12    3.3428992361e-03
    2.2600010807e+02    1.0181658569e-12    3.3428090971e-03
    2.2700022377e+02    1.0204797033e-12    3.3427248014e-03
    2.2800020961e+02    1.0213462972e-12    3.3426453987e-03
    2.2900015943e+02    1.0228534857e-12    3.3425702475e-03
    2.3000019721e+02    1.0214384545e-12    3.3424991259e-03
    2.3100030836e+02    1.0174484271e-12    3.3424318007e-03
    2.3200005160e+02    1.0181239467e-12    3.3423675855e-03
    2.3300024878e+02    1.0178796961e-12    3.3423047124e-03
    2.3400015314e+02    1.0176998880e-12    3.3422409673e-03
    2.3500010967e+02    1.0192785040e-12    3.3421733295e-03
    2.3600018017e+02    1.0214596349e-12    3.3420996956e-03
    2.3700034081e+02    1.0247991535e-12    3.3420185250e-03
    2.3800012510e+02    1.0213535075e-12    3.3419281347e-03
    2.3900008410e+02    1.0192999098e-12    3.3418261972e-03
    2.4000022659e+02    1.0212464789e-12    3.3417101045e-03
    2.4100034168e+02    1.0243530131e-12    3.3415781123e-03
    2.4200005202e+02    1.0284960352e-12    3.3414297308e-03
    2.4300009735e+02    1.0323560509e-12    3.3412664109e-03
    2.4400013078e+02    1.0337449446e-12    3.3410904649e-03
    2.4500023858e+02    1.0382500614e-12    3.3409041289e-03
    2.4600002419e+02    1.0330498218e-12    3.3407093907e-03
    2.4700017220e+02    1.0331212493e-12    3.3405074915e-03
    2.4800027011e+02    1.0315520969e-12    3.3403001172e-03
    2.4900006122e+02    1.0300771297e-12    3.3400905251e-03
    2.5000030193e+02    1.0328830825e-12    3.3398813531e-03
    2.5100023936e+02    1.0374699917e-12    3.3396751041e-03
    2.5200023737e+02    1.0362746508e-12    3.3394741614e-03
    2.5300022812e+02    1.0368600411e-12    3.3392792836e-03
    2.5400004894e+02    1.0341169536e-12    3.3390906603e-03
    2.5500006947e+02    1.0334849214e-12    3.3389081718e-03
    2.5600024058e+02    1.0306149767e-12    3.3387319997e-03
    2.5700021153e+02    1.0303089875e-12    3.3385634078e-03
    2.5800014550e+02    1.0313603467e-12    3.3384033417e-03
    2.5900017271e+02    1.0287830972e-12    3.3382516727e-03
    2.6000035266e+02    1.0242975836e-12    3.3381070207e-03
    2.6100012270e+02    1.0274410708e-12    3.3379686293e-03
    2.6200019454e+02    1.0245738301e-12    3.3378363664e-03
    2.6300034531e+02    1.0254922484e-12    3.3377100251e-03
    2.6400027544e+02    1.0241671213e-12    3.3375883765e-03
    2.6500035674e+02    1.0280631888e-12    3.3374709378e-03
    2.6600016549e+02    1.0288186983e-12    3.3373582184e-03
    2.6700001257e+02    1.0299000255e-12    3.3372509050e-03
    2.6800015165e+02    1.0285043721e-12    3.3371488721e-03
    2.6900019806e+02    1.0316399731e-12    3.3370501181e-03
    2.7000014507e+02    1.0357025546e-12    3.3369522244e-03
    2.7100036449e+02    1.0361468924e-12    3.3368536409e-03
    2.7200018584e+02    1.0382631301e-12    3.3367532619e-03
    2.7300007228e+02    1.0361468924e-12    3.3366502151e-03
    2.7400002409e+02    1.0328202172e-12    3.3365435829e-03
    2.7500002022e+02    1.0319673680e-12    3.3364324404e-03
    2.7600030150e+02    1.0312508395e-12    3.3363169481e-03
    2.7700002968e+02    1.0319522713e-12    3.3361981688e-03
    2.7800004444e+02    1.0334788376e-12    3.3360769278e-03
    2.7900009286e+02    1.0314993712e-12    3.3359535016e-03
    2.8000018039e+02    1.0299597362e-12    3.3358277327e-03
    2.8100025982e+02    1.0274151586e-12    3.3357002069e-03
    2.8200032819e+02    1.0264543795e-12    3.3355718420e-03
    2.8300018064e+02    1.0251303790e-12    3.3354427556e-03
    2.8400009702e+02    1.0206840716e-12    3.3353126146e-03
    2.8500018528e+02    1.0134469082e-12    3.3351808738e-03
    2.8600011449e+02    1.0165203198e-12    3.3350472490e-03
    2.8700034943e+02    1.0174966463e-12    3.3349117561e-03
    2.8800025017e+02    1.0193377641e-12    3.3347748863e-03
    2.8900022023e+02    1.0167393342e-12    3.3346371156e-03
    2.9000017042e+02    1.0166769196e-12    3.3344990650e-03
    2.9100026113e+02    1.0148168747e-12    3.3343612693e-03
    2.9200019448e+02    1.0153788313e-12    3.3342238361e-03
    2.9300002832e+02    1.0180937534e-12    3.3340864209e-03
    2.9400022262e+02    1.0199785839e-12    3.3339485728e-03
    2.9500016375e+02    1.0215574253e-12    3.3338102409e-03
    2.9600031352e+02    1.0252662490e-12    3.3336713865e-03
    2.9700031725e+02    1.0262628546e-12    3.3335326665e-03
    2.9800016384e+02    1.0253874730e-12    3.3333950869e-03
    2.9900031103e+02    1.0252272681e-12    3.3332587921e-03
    3.0000028703e+02    1.0228798485e-12    3.3331234927e-03
    3.0100013396e+02    1.0202843478e-12    3.3329877920e-03
    3.0200036116e+02    1.0170507312e-12    3.3328499584e-03
    3.0300030827e+02    1.0160457887e-12    3.3327093986e-03
    3.0400030590e+02    1.0215932517e-12    3.3325666760e-03
    3.0500024769e+02    1.0204465807e-12    3.3324226185e-03
    3.0600009080e+02    1.0202273410e-12    3.3322772100e-03
    3.0700025527e+02    1.0214503966e-12    3.3321293222e-03
    3.0800003318e+02    1.0151816733e-12    3.3319787266e-03
    3.0900019382e+02    1.0152391308e-12    3.3318277354e-03
    3.1000007730e+02    1.0187505712e-12    3.3316803750e-03
    3.1100010700e+02    1.0178389126e-12    3.3315390261e-03
    3.1200020685e+02    1.0228338825e-12    3.3314050148e-03
    3.1300032114e+02    1.0205004330e-12    3.3312765861e-03
    3.1400031367e+02    1.0170441968e-12    3.3311515952e-03
    3.1500016689e+02    1.0167830470e-12    3.3310285236e-03
    3.1600033357e+02    1.0193283005e-12    3.3309054176e-03
    3.1700023420e+02    1.0192059499e-12    3.3307808584e-03
    3.1800020785e+02    1.0190403372e-12    3.3306549963e-03
    3.1900017817e+02    1.0130721953e-12    3.3305284084e-03
    3.2000007227e+02    1.0114764547e-12    3.3304010459e-03
    3.2100024092e+02    1.0085591922e-12    3.3302723268e-03
    3.2200031008e+02    1.0095603042e-12    3.3301422965e-03
    3.2300026713e+02    1.0093252919e-12    3.3300108850e-03
    3.2400017091e+02    1.0112792967e-12    3.3298772726e-03
    3.2500010588e+02    1.0074918351e-12    3.3297407044e-03
    3.2600002433e+02    1.0105066627e-12    3.3296005820e-03
    3.2700023639e+02    1.0146767235e-12    3.3294561151e-03
    3.2800013629e+02    1.0116778939e-12    3.3293075972e-03
    3.2900020362e+02    1.0115005643e-12    3.3291557509e-03
    3.3000030282e+02    1.0106643891e-12    3.3290012524e-03
    3.3100005992e+02    1.0113099407e-12    3.3288446126e-03
    3.3200027265e+02    1.0114868196e-12    3.3286865622e-03
    3.3300011679e+02    1.0123304305e-12    3.3285281617e-03
    3.3400016843e+02    1.0017557764e-12    3.3283697099e-03
    3.3500010000e+02    9.9925874204e-13    3.3282109291e-03
    3.3600026067e+02    9.9901674467e-13    3.3280512736e-03
    3.3700021857e+02    1.0023812742e-12    3.3278908686e-03
    3.3800034193e+02    1.0011661049e-12    3.3277305090e-03
    3.3900000777e+02    1.0022122816e-12    3.3275715520e-03
    3.4000004491e+02    1.0069835054e-12    3.3274155835e-03
    3.4100008005e+02    1.0037503394e-12    3.3272646624e-03
    3.4200016623e+02    1.0032433617e-12    3.3271211075e-03
    3.4300009349e+02    1.0001320957e-12    3.3269869885e-03
    3.4400015246e+02    1.0061038427e-12    3.3268630956e-03
    3.4500000738e+02    1.0020453170e-12    3.3267484783e-03
    3.4600033532e+02    1.0075256336e-12    3.3266411147e-03
    3.4700031321e+02    1.0066727844e-12    3.3265389061e-03
    3.4800018282e+02    1.0062462471e-12    3.3264405716e-03
    3.4900028358e+02    1.0025755030e-12    3.3263459446e-03
    3.5000024223e+02    1.0036710256e-12    3.3262549752e-03
    3.5100010967e+02    1.0013224794e-12    3.3261676744e-03
    3.5200023405e+02    9.9772924655e-13    3.3260838121e-03
    3.5300024855e+02    1.0001260119e-12    3.3260027897e-03
    3.5400015611e+02    9.9877542326e-13    3.3259241024e-03
    3.5500000564e+02    1.0004200590e-12    3.3258470562e-03
    3.5600026056e+02    1.0020696519e-12    3.3257704028e-03
    3.5700024134e+02    9.9867808354e-13    3.3256930266e-03
    3.5800001611e+02    9.9832004460e-13    3.3256135514e-03
    3.5900027029e+02    9.9666819849e-13    3.3255306677e-03
    3.6000023328e+02    9.9596361210e-13    3.3254423297e-03
    3.6100031902e+02    9.9686377923e-13    3.3253460826e-03
    3.6200012993e+02    9.9548074398e-13    3.3252406234e-03
    3.6300024963e+02    9.9745818246e-13    3.3251261750e-03
    3.6400025840e+02    1.0010338401e-12    3.3250041829e-03
    3.6500017355e+02    9.9869363086e-13    3.3248756575e-03
    3.6600003595e+02    9.9560016540e-13    3.3247403241e-03
    3.6700013123e+02    9.9402650652e-13    3.3245966614e-03
    3.6800006713e+02    9.9584306407e-13    3.3244429235e-03
    3.6900026383e+02    9.9408982241e-13    3.3242781839e-03
    3.7000003142e+02    9.9335278945e-13    3.3241026973e-03
    3.7100020170e+02    9.9651835840e-13    3.3239149856e-03
    3.7200009561e+02    9.9348415301e-13    3.3237141229e-03
    3.7300019920e+02    9.9736602517e-13    3.3235034553e-03
    3.7400008896e+02    9.9355355263e-13    3.3232896843e-03
    3.7500002036e+02    1.0024484206e-12    3.3230780791e-03
    3.7600000463e+02    1.0050263460e-12    3.3228705848e-03
    3.7700007883e+02    1.0072239255e-12    3.3226692937e-03
    3.7800008925e+02    1.0032444883e-12    3.3224748329e-03
    3.7900033331e+02    1.0024258883e-12    3.3222881206e-03
    3.8000017199e+02    1.0038708875e-12    3.3221110202e-03
    3.8100032983e+02    1.0063706257e-12    3.3219445542e-03
    3.8200033097e+02    1.0070891821e-12    3.3217883163e-03
    3.8300012839e+02    1.0076171149e-12    3.3216406872e-03
    3.8400018571e+02    1.0068136115e-12    3.3215005361e-03
    3.8500019751e+02    1.0051651453e-12    3.3213668732e-03
    3.8600019799e+02    1.0046423949e-12    3.3212382923e-03
    3.8700023627e+02    1.0057771237e-12    3.3211142118e-03
    3.8800035437e+02    1.0063460654e-12    3.3209949709e-03
    3.8900028553e+02    1.0007404690e-12    3.3208808366e-03
    3.9000004787e+02    1.0020326989e-12    3.3207713779e-03
    3.9100020775e+02    9.9887974802e-13    3.3206655731e-03
    3.9200002201e+02    9.9644422699e-13    3.3205625122e-03
    3.9300023683e+02    9.9611795866e-13    3.3204611028e-03
    3.9400034160e+02    9.9614409618e-13    3.3203599517e-03
    3.9500028693e+02    9.9930335608e-13    3.3202580976e-03
    3.9600011842e+02    9.9188007547e-13    3.3201549085e-03
    3.9700021145e+02    9.9304882813e-13    3.3200497804e-03
    3.9800028342e+02    9.9827497991e-13    3.3199429289e-03
    3.9900024736e+02    9.9689960566e-13    3.3198344452e-03
    4.0000005508e+02    1.0000316014e-12    3.3197240805e-03
    4.0100014165e+02    9.9763596265e-13    3.3196110597e-03
    4.0200018739e+02    1.0028524255e-12    3.3194948444e-03
    4.0300023378e+02    9.9971321941e-13    3.3193756729e-03
    4.0400011322e+02    9.9948767065e-13    3.3192540677e-03
    4.0500021879e+02    9.9954625474e-13    3.3191302347e-03
    4.0600008130e+02    9.9653525766e-13    3.3190040279e-03
    4.0700006491e+02    9.9731284884e-13    3.3188752307e-03
    4.0800015310e+02    9.9702375887e-13    3.3187433178e-03
    4.0900020770e+02    1.0020962401e-12    3.3186078263e-03
    4.1000008399e+02    1.0001746818e-12    3.3184690710e-03
    4.1100016355e+02    9.9919970730e-13    3.3183277023e-03
    4.1200011278e+02    1.0006420026e-12    3.3181845750e-03
    4.1300031339e+02    9.9662155654e-13    3.3180402553e-03
    4.1400006713e+02    9.9847844698e-13    3.3178956627e-03
    4.1500012208e+02    9.9781937592e-13    3.3177515948e-03
    4.1600012740e+02    9.9670785541e-13    3.3176093167e-03
    4.1700013378e+02    9.9701226738e-13    3.3174700125e-03
    4.1800024366e+02    9.9816502208e-13    3.3173346405e-03
    4.1900004030e+02    9.9933309877e-13    3.3172037342e-03
    4.2000032618e+02    9.9815916367e-13    3.3170769252e-03
    4.2100035544e+02    1.0007776473e-12    3.3169542256e-03
    4.2200002891e+02    9.9303283017e-13    3.3168352263e-03
    4.2300020034e+02    9.9262927589e-13    3.3167190478e-03
    4.2400013000e+02    9.9474573893e-13    3.3166051705e-03
    4.2500031823e+02    9.8957862189e-13    3.3164923618e-03
    4.2600032916e+02    9.9096819152e-13    3.3163803351e-03
    4.2700025505e+02    9.9422186194e-13    3.3162695656e-03
    4.2800015806e+02    9.9524280243e-13    3.3161608305e-03
    4.2900032865e+02    9.9531197673e-13    3.3160550206e-03
    4.3000030873e+02    9.9529304956e-13    3.3159525740e-03
    4.3100010118e+02    9.9602287217e-13    3.3158533820e-03
    4.3200015681e+02    9.9730721575e-13    3.3157563402e-03
    4.3300023325e+02    9.9617248693e-13    3.3156596637e-03
    4.3400003829e+02    9.9355445392e-13    3.3155612203e-03
    4.3500033965e+02    9.9447940663e-13    3.3154595398e-03
    4.3600014389e+02    9.9680654708e-13    3.3153539796e-03
    4.3700010470e+02    9.9856069003e-13    3.3152448472e-03
    4.3800016359e+02    9.9975783345e-13    3.3151323535e-03
    4.3900028863e+02    1.0018668608e-12    3.3150161051e-03
    4.4000005400e+02    1.0066757136e-12    3.3148953497e-03
    4.4100009419e+02    1.0075479406e-12    3.3147696978e-03
    4.4200001208e+02    1.0091028976e-12    3.3146389670e-03
    4.4300017536e+02    1.0092146581e-12    3.3145031888e-03
    4.4400021479e+02    1.0075062558e-12    3.3143617962e-03
    4.4500008486e+02    1.0099751247e-12    3.3142134406e-03
    4.4600017580e+02    1.0090756335e-12    3.3140575468e-03
    4.4700015425e+02    1.0033008192e-12    3.3138963423e-03
    4.4800010993e+02    1.0008087420e-12    3.3137331672e-03
    4.4900011308e+02    9.9756092994e-13    3.3135704024e-03
