                   t                divB                mass
    4.7000165614e+01    4.4492700811e-12    4.0274515338e-03
    4.8000116057e+01    4.4525762740e-12    4.0274800192e-03
    4.9000068798e+01    4.4516643661e-12    4.0275085065e-03
    5.0000023900e+01    4.4506878238e-12    4.0275369954e-03
    5.1000253925e+01    4.4498166638e-12    4.0275654935e-03
    5.2000213770e+01    4.4482260941e-12    4.0275939851e-03
    5.3000175907e+01    4.4500990882e-12    4.0276224783e-03
    5.4000140247e+01    4.4590340991e-12    4.0276509670e-03
    5.5000106743e+01    4.4657729436e-12    4.0276794578e-03
    5.6000075334e+01    4.4657476518e-12    4.0277079561e-03
    5.7000046005e+01    4.4607033541e-12    4.0277364599e-03
    5.8000018779e+01    4.4634601542e-12    4.0277649659e-03
    5.9000266251e+01    4.4532268338e-12    4.0277934811e-03
    6.0000243398e+01    4.4474715571e-12    4.0278219919e-03
    6.1000222853e+01    4.4504475522e-12    4.0278505074e-03
    6.2000204725e+01    4.4526043759e-12    4.0278790278e-03
    6.3000189109e+01    4.4517472668e-12    4.0279075531e-03
    6.4000176065e+01    4.4497014458e-12    4.0279360826e-03
    6.5000165604e+01    4.4420225915e-12    4.0279646160e-03
    6.6000157695e+01    4.4416094931e-12    4.0279931525e-03
    6.7000152240e+01    4.4391688398e-12    4.0280216915e-03
    6.8000149080e+01    4.4365708158e-12    4.0280502326e-03
    6.9000148043e+01    4.4378480488e-12    4.0280787758e-03
    7.0000148890e+01    4.4392995139e-12    4.0281073294e-03
    7.1000151500e+01    4.4407369279e-12    4.0281358917e-03
    7.2000155774e+01    4.4398236150e-12    4.0281644545e-03
    7.3000161642e+01    4.4401130649e-12    4.0281930048e-03
    7.4000169129e+01    4.4399065157e-12    4.0282215383e-03
    7.5000178350e+01    4.4404081353e-12    4.0282500638e-03
    7.6000189468e+01    4.4441611490e-12    4.0282785903e-03
    7.7000202658e+01    4.4435077789e-12    4.0283071191e-03
    7.8000218122e+01    4.4388035147e-12    4.0283356471e-03
    7.9000236040e+01    4.4361689581e-12    4.0283641728e-03
    8.0000256540e+01    4.4373309732e-12    4.0283926981e-03
    8.1000007142e+01    4.4359399273e-12    4.0284212179e-03
    8.2000033012e+01    4.4316023933e-12    4.0284497499e-03
    8.3000061575e+01    4.4501201647e-12    4.0284782866e-03
    8.4000092757e+01    4.4556632717e-12    4.0285068263e-03
    8.5000126450e+01    4.4546993753e-12    4.0285353685e-03
    8.6000162535e+01    4.4485759632e-12    4.0285639139e-03
    8.7000200918e+01    4.4478354772e-12    4.0285924640e-03
    8.8000241517e+01    4.4476991828e-12    4.0286210191e-03
    8.9000011685e+01    4.4421167330e-12    4.0286495702e-03
    9.0000056451e+01    4.4403533365e-12    4.0286781317e-03
    9.1000103137e+01    4.4394835815e-12    4.0287066947e-03
    9.2000151646e+01    4.4337901291e-12    4.0287352583e-03
    9.3000201911e+01    4.4319311860e-12    4.0287638216e-03
    9.4000253928e+01    4.4255787431e-12    4.0287923849e-03
    9.5000035186e+01    4.4263107986e-12    4.0288209419e-03
    9.6000090937e+01    4.4278521898e-12    4.0288495102e-03
    9.7000148762e+01    4.4303785540e-12    4.0288780840e-03
    9.8000208820e+01    4.4321616219e-12    4.0289066643e-03
    9.9000271233e+01    4.4362125161e-12    4.0289352513e-03
    1.0000006350e+02    4.4307115619e-12    4.0289638368e-03
    1.0100013080e+02    4.4318960586e-12    4.0289924362e-03
    1.0200020053e+02    4.4365216374e-12    4.0290210408e-03
    1.0300000004e+02    4.4291420687e-12    4.0290496421e-03
    1.0400007440e+02    4.4306778396e-12    4.0290782547e-03
    1.0500015095e+02    4.4369249002e-12    4.0291068713e-03
    1.0600022963e+02    4.4445812729e-12    4.0291354929e-03
    1.0700003785e+02    4.4543972795e-12    4.0291641135e-03
    1.0800012077e+02    4.4584116412e-12    4.0291927490e-03
    1.0900020586e+02    4.4628812543e-12    4.0292213893e-03
    1.1000002065e+02    4.4620114993e-12    4.0292500241e-03
    1.1100011037e+02    4.4615351715e-12    4.0292786681e-03
    1.1200020256e+02    4.4606963287e-12    4.0293073128e-03
    1.1300002470e+02    4.4599474120e-12    4.0293359503e-03
    1.1400012200e+02    4.4609155238e-12    4.0293645967e-03
    1.1500022185e+02    4.4615281460e-12    4.0293932454e-03
    1.1600005160e+02    4.4662352204e-12    4.0294218895e-03
    1.1700015626e+02    4.4649116192e-12    4.0294505448e-03
    1.1800026307e+02    4.4644324812e-12    4.0294792028e-03
    1.1900009927e+02    4.4629486989e-12    4.0295078546e-03
    1.2000020984e+02    4.4637074512e-12    4.0295365147e-03
    1.2100004950e+02    4.4597029252e-12    4.0295651663e-03
    1.2200016338e+02    4.4633884942e-12    4.0295938243e-03
    1.2300000634e+02    4.4675138586e-12    4.0296224724e-03
    1.2400012366e+02    4.4701385795e-12    4.0296511259e-03
    1.2500024289e+02    4.4682964975e-12    4.0296797769e-03
    1.2600009162e+02    4.4633491515e-12    4.0297084176e-03
    1.2700021519e+02    4.4688163833e-12    4.0297370642e-03
    1.2800006860e+02    4.4623964958e-12    4.0297657025e-03
    1.2900019718e+02    4.4621421733e-12    4.0297943498e-03
    1.3000005586e+02    4.4679747303e-12    4.0298229928e-03
    1.3100018986e+02    4.4687882814e-12    4.0298516487e-03
    1.3200005401e+02    4.4678805888e-12    4.0298803026e-03
    1.3300019344e+02    4.4698631805e-12    4.0299089704e-03
    1.3400006287e+02    4.4684313868e-12    4.0299376359e-03
    1.3500020737e+02    4.4667255992e-12    4.0299663142e-03
    1.3600008159e+02    4.4684215511e-12    4.0299949887e-03
    1.3700023054e+02    4.4709591560e-12    4.0300236740e-03
    1.3800010888e+02    4.4741164087e-12    4.0300523533e-03
    1.3900026165e+02    4.4673747540e-12    4.0300810413e-03
    1.4000014356e+02    4.4604602724e-12    4.0301097213e-03
    1.4100002718e+02    4.4607145949e-12    4.0301384008e-03
    1.4200018512e+02    4.4582472449e-12    4.0301670875e-03
    1.4300007228e+02    4.4508353590e-12    4.0301957660e-03
    1.4400023395e+02    4.4499360970e-12    4.0302244525e-03
    1.4500012506e+02    4.4525509822e-12    4.0302531316e-03
    1.4600001835e+02    4.4534446238e-12    4.0302818113e-03
    1.4700018653e+02    4.4510095910e-12    4.0303104992e-03
    1.4800008448e+02    4.4506091384e-12    4.0303391794e-03
    1.4900025744e+02    4.4534277627e-12    4.0303678670e-03
    1.5000016022e+02    4.4535303347e-12    4.0303965460e-03
    1.5100006539e+02    4.4577821578e-12    4.0304252239e-03
    1.5200024548e+02    4.4601272644e-12    4.0304539086e-03
    1.5300015520e+02    4.4538858242e-12    4.0304825854e-03
    1.5400006709e+02    4.4605389578e-12    4.0305112624e-03
    1.5500025369e+02    4.4627941383e-12    4.0305399480e-03
    1.5600016975e+02    4.4593193337e-12    4.0305686286e-03
    1.5700008789e+02    4.4601441256e-12    4.0305973125e-03
    1.5800000813e+02    4.4599136897e-12    4.0306259996e-03
    1.5900020314e+02    4.4609113085e-12    4.0306546972e-03
    1.6000012780e+02    4.4603773717e-12    4.0306833893e-03
    1.6100005477e+02    4.4652600832e-12    4.0307120830e-03
    1.6200025675e+02    4.4725131931e-12    4.0307407857e-03
    1.6300018855e+02    4.4711446288e-12    4.0307694824e-03
    1.6400012278e+02    4.4737454631e-12    4.0307981817e-03
    1.6500005939e+02    4.4757659924e-12    4.0308268843e-03
    1.6600027088e+02    4.4769659451e-12    4.0308555983e-03
    1.6700021188e+02    4.4770080980e-12    4.0308843080e-03
    1.6800015480e+02    4.4766863308e-12    4.0309130205e-03
    1.6900009949e+02    4.4771415822e-12    4.0309417353e-03
    1.7000004583e+02    4.4745604193e-12    4.0309704517e-03
    1.7100026638e+02    4.4735304833e-12    4.0309991770e-03
    1.7200021593e+02    4.4688768025e-12    4.0310278950e-03
    1.7300016718e+02    4.4617276697e-12    4.0310566127e-03
    1.7400012025e+02    4.4603647258e-12    4.0310853297e-03
    1.7500007532e+02    4.4580041631e-12    4.0311140455e-03
    1.7600003257e+02    4.4638901138e-12    4.0311427600e-03
    1.7700026478e+02    4.4656127625e-12    4.0311714815e-03
    1.7800022686e+02    4.4695934019e-12    4.0312001961e-03
    1.7900019153e+02    4.4742892356e-12    4.0312289131e-03
    1.8000015883e+02    4.4709535356e-12    4.0312576340e-03
    1.8100012876e+02    4.4764573000e-12    4.0312863596e-03
    1.8200010126e+02    4.4800796397e-12    4.0313150909e-03
    1.8300007625e+02    4.4858433469e-12    4.0313438280e-03
    1.8400005360e+02    4.4867679007e-12    4.0313725701e-03
    1.8500003314e+02    4.4840743300e-12    4.0314013161e-03
    1.8600001472e+02    4.4905616622e-12    4.0314300647e-03
    1.8700027074e+02    4.4917953372e-12    4.0314588222e-03
    1.8800025583e+02    4.4918740226e-12    4.0314875717e-03
    1.8900024251e+02    4.4942500414e-12    4.0315163208e-03
    1.9000023074e+02    4.4910183186e-12    4.0315450701e-03
    1.9100022055e+02    4.4911883354e-12    4.0315738205e-03
    1.9200021203e+02    4.4931386098e-12    4.0316025731e-03
    1.9300020528e+02    4.4909860014e-12    4.0316313287e-03
    1.9400020046e+02    4.4945788340e-12    4.0316600871e-03
    1.9500019770e+02    4.4988966967e-12    4.0316888482e-03
    1.9600019714e+02    4.4995121291e-12    4.0317176117e-03
    1.9700019888e+02    4.4993730245e-12    4.0317463776e-03
    1.9800020298e+02    4.5057451387e-12    4.0317751458e-03
    1.9900020944e+02    4.5005996740e-12    4.0318039162e-03
    2.0000021825e+02    4.4974536622e-12    4.0318326888e-03
    2.0100022935e+02    4.5008441609e-12    4.0318614640e-03
    2.0200024265e+02    4.5061441862e-12    4.0318902423e-03
    2.0300025808e+02    4.5105294935e-12    4.0319190246e-03
    2.0400000295e+02    4.5144272321e-12    4.0319478043e-03
    2.0500002251e+02    4.5117926755e-12    4.0319765988e-03
    2.0600004408e+02    4.5133340668e-12    4.0320053810e-03
    2.0700006765e+02    4.5139705756e-12    4.0320341647e-03
    2.0800009324e+02    4.5130066792e-12    4.0320629816e-03
    2.0900012094e+02    4.5143092040e-12    4.0320918215e-03
    2.1000015086e+02    4.5142024166e-12    4.0321206596e-03
    2.1100018307e+02    4.5198691722e-12    4.0321494874e-03
    2.1200021759e+02    4.5223224713e-12    4.0321783117e-03
    2.1300025443e+02    4.5158955583e-12    4.0322071398e-03
    2.1400002095e+02    4.5247617194e-12    4.0322359649e-03
    2.1500006234e+02    4.5245509549e-12    4.0322648012e-03
    2.1600010583e+02    4.5256384999e-12    4.0322936402e-03
    2.1700015125e+02    4.5211801276e-12    4.0323224832e-03
    2.1800019846e+02    4.5198045378e-12    4.0323513305e-03
    2.1900024735e+02    4.5158491901e-12    4.0323801808e-03
    2.2000002523e+02    4.5154262560e-12    4.0324090245e-03
    2.2100007740e+02    4.5199914156e-12    4.0324378759e-03
    2.2200013128e+02    4.5258141370e-12    4.0324667267e-03
    2.2300018700e+02    4.5280145186e-12    4.0324955763e-03
    2.2400024472e+02    4.5280791531e-12    4.0325244243e-03
    2.2500003195e+02    4.5273527180e-12    4.0325532633e-03
    2.2600009417e+02    4.5303371437e-12    4.0325821098e-03
    2.2700015887e+02    4.5308823213e-12    4.0326109571e-03
    2.2800022614e+02    4.5296598870e-12    4.0326398066e-03
    2.2900002337e+02    4.5303905374e-12    4.0326686518e-03
    2.3000009588e+02    4.5257242108e-12    4.0326975096e-03
    2.3100017095e+02    4.5262693884e-12    4.0327263736e-03
    2.3200024850e+02    4.5270759139e-12    4.0327552444e-03
    2.3300005577e+02    4.5364998985e-12    4.0327841141e-03
    2.3400013789e+02    4.5377729162e-12    4.0328129975e-03
    2.3500022206e+02    4.5393353839e-12    4.0328418849e-03
    2.3600003545e+02    4.5395616045e-12    4.0328707663e-03
    2.3700012323e+02    4.5400519833e-12    4.0328996554e-03
    2.3800021265e+02    4.5352128298e-12    4.0329285433e-03
    2.3900003103e+02    4.5392314068e-12    4.0329574220e-03
    2.4000012371e+02    4.5377602704e-12    4.0329863079e-03
    2.4100021811e+02    4.5371982316e-12    4.0330151946e-03
    2.4200004170e+02    4.5386019234e-12    4.0330440757e-03
    2.4300013992e+02    4.5399255246e-12    4.0330729681e-03
    2.4400024025e+02    4.5390192372e-12    4.0331018644e-03
    2.4500007016e+02    4.5412983042e-12    4.0331307565e-03
    2.4600017506e+02    4.5443234778e-12    4.0331596593e-03
    2.4700000969e+02    4.5425333844e-12    4.0331885561e-03
    2.4800011936e+02    4.5431150945e-12    4.0332174621e-03
    2.4900023141e+02    4.5410411715e-12    4.0332463694e-03
    2.5000007314e+02    4.5343023270e-12    4.0332752707e-03
    2.5100018979e+02    4.5292004204e-12    4.0333041815e-03
    2.5200003596e+02    4.5299268555e-12    4.0333330864e-03
    2.5300015697e+02    4.5337557444e-12    4.0333620035e-03
    2.5400000740e+02    4.5344667234e-12    4.0333909066e-03
    2.5500013251e+02    4.5314022071e-12    4.0334198014e-03
    2.5600025959e+02    4.5286819396e-12    4.0334487085e-03
    2.5700011603e+02    4.5265883453e-12    4.0334776373e-03
    2.5800024721e+02    4.5301938239e-12    4.0335065945e-03
    2.5900010789e+02    4.5292594344e-12    4.0335355469e-03
    2.6000024346e+02    4.5284374528e-12    4.0335645020e-03
    2.6100010863e+02    4.5242699355e-12    4.0335934446e-03
    2.6200024877e+02    4.5278276408e-12    4.0336223946e-03
    2.6300011853e+02    4.5252605288e-12    4.0336513377e-03
    2.6400026321e+02    4.5298172579e-12    4.0336802896e-03
    2.6500013735e+02    4.5294252359e-12    4.0337092346e-03
    2.6600001348e+02    4.5288210442e-12    4.0337381809e-03
    2.6700016415e+02    4.5277672216e-12    4.0337671367e-03
    2.6800004391e+02    4.5253012766e-12    4.0337960855e-03
    2.6900019803e+02    4.5231627192e-12    4.0338250427e-03
    2.7000008117e+02    4.5171081569e-12    4.0338539920e-03
    2.7100023873e+02    4.5188294005e-12    4.0338829489e-03
    2.7200012547e+02    4.5211239237e-12    4.0339118976e-03
    2.7300001420e+02    4.5186720297e-12    4.0339408457e-03
    2.7400017774e+02    4.5132680272e-12    4.0339698011e-03
    2.7500007090e+02    4.5117434971e-12    4.0339987488e-03
    2.7600023916e+02    4.5151677182e-12    4.0340277058e-03
    2.7700013729e+02    4.5217070389e-12    4.0340566582e-03
    2.7800003801e+02    4.5271489790e-12    4.0340856155e-03
    2.7900021401e+02    4.5333004930e-12    4.0341145865e-03
    2.8000011991e+02    4.5365870145e-12    4.0341435556e-03
    2.8100002829e+02    4.5391906590e-12    4.0341725308e-03
    2.8200021172e+02    4.5388436000e-12    4.0342015197e-03
    2.8300012470e+02    4.5376731544e-12    4.0342305065e-03
    2.8400003971e+02    4.5397147601e-12    4.0342594979e-03
    2.8500022928e+02    4.5380820376e-12    4.0342885003e-03
    2.8600014791e+02    4.5370478863e-12    4.0343174960e-03
    2.8700006816e+02    4.5396121880e-12    4.0343464916e-03
    2.8800026269e+02    4.5400561986e-12    4.0343754945e-03
    2.8900018615e+02    4.5399718928e-12    4.0344044892e-03
    2.9000011132e+02    4.5444204294e-12    4.0344334839e-03
    2.9100003830e+02    4.5434101648e-12    4.0344624795e-03
    2.9200023993e+02    4.5415596523e-12    4.0344914849e-03
    2.9300017098e+02    4.5348980881e-12    4.0345204857e-03
    2.9400010425e+02    4.5369270479e-12    4.0345494900e-03
    2.9500003986e+02    4.5386398610e-12    4.0345784974e-03
    2.9600025056e+02    4.5326977064e-12    4.0346075153e-03
    2.9700019100e+02    4.5356975882e-12    4.0346365275e-03
    2.9800013385e+02    4.5423029485e-12    4.0346655413e-03
    2.9900007907e+02    4.5424856111e-12    4.0346945560e-03
    3.0000002658e+02    4.5415666777e-12    4.0347235710e-03
    3.0100024897e+02    4.5399761081e-12    4.0347525944e-03
    3.0200020079e+02    4.5441070928e-12    4.0347816115e-03
    3.0300015466e+02    4.5372038520e-12    4.0348106325e-03
    3.0400011052e+02    4.5310860604e-12    4.0348396583e-03
    3.0500006836e+02    4.5256862732e-12    4.0348686885e-03
    3.0600002820e+02    4.5194827706e-12    4.0348977223e-03
    3.0700026275e+02    4.5200827469e-12    4.0349267665e-03
    3.0800022669e+02    4.5199492627e-12    4.0349558052e-03
    3.0900019277e+02    4.5251972995e-12    4.0349848461e-03
    3.1000016107e+02    4.5202485484e-12    4.0350138892e-03
    3.1100013163e+02    4.5222985847e-12    4.0350429343e-03
    3.1200010446e+02    4.5272684122e-12    4.0350719815e-03
    3.1300007951e+02    4.5328578875e-12    4.0351010309e-03
    3.1400005670e+02    4.5321384779e-12    4.0351300826e-03
    3.1500003592e+02    4.5346971592e-12    4.0351591362e-03
    3.1600001704e+02    4.5355500530e-12    4.0351881913e-03
    3.1700027266e+02    4.5360924204e-12    4.0352172554e-03
    3.1800025731e+02    4.5389770842e-12    4.0352463122e-03
    3.1900024369e+02    4.5425305742e-12    4.0352753697e-03
    3.2000023181e+02    4.5385977081e-12    4.0353044282e-03
    3.2100022176e+02    4.5394140694e-12    4.0353334877e-03
    3.2200021367e+02    4.5408374325e-12    4.0353625485e-03
    3.2300020767e+02    4.5426696788e-12    4.0353916104e-03
    3.2400020392e+02    4.5483406496e-12    4.0354206737e-03
    3.2500020255e+02    4.5536687769e-12    4.0354497391e-03
    3.2600020367e+02    4.5569061200e-12    4.0354788073e-03
    3.2700020735e+02    4.5597387953e-12    4.0355078793e-03
    3.2800021360e+02    4.5642140287e-12    4.0355369561e-03
    3.2900022240e+02    4.5681637560e-12    4.0355660383e-03
    3.3000023368e+02    4.5732136740e-12    4.0355951264e-03
    3.3100024731e+02    4.5771001719e-12    4.0356242199e-03
    3.3200026316e+02    4.5788129850e-12    4.0356533181e-03
    3.3300000834e+02    4.5762571138e-12    4.0356824117e-03
    3.3400002811e+02    4.5749855012e-12    4.0357115152e-03
    3.3500004959e+02    4.5726502302e-12    4.0357406193e-03
    3.3600007269e+02    4.5718521352e-12    4.0357697232e-03
    3.3700009737e+02    4.5702404891e-12    4.0357988265e-03
    3.3800012365e+02    4.5698105295e-12    4.0358279295e-03
    3.3900015161e+02    4.5700943590e-12    4.0358570332e-03
    3.4000018137e+02    4.5749475636e-12    4.0358861384e-03
    3.4100021307e+02    4.5732726881e-12    4.0359152454e-03
    3.4200024685e+02    4.5715612802e-12    4.0359443543e-03
    3.4300001014e+02    4.5703514918e-12    4.0359734569e-03
    3.4400004846e+02    4.5747930029e-12    4.0360025688e-03
    3.4500008920e+02    4.5807463982e-12    4.0360316819e-03
    3.4600013237e+02    4.5878294915e-12    4.0360607959e-03
    3.4700017798e+02    4.5959284697e-12    4.0360899108e-03
    3.4800022597e+02    4.5999344008e-12    4.0361190268e-03
    3.4900000356e+02    4.6100567185e-12    4.0361481366e-03
    3.5000005609e+02    4.6116782003e-12    4.0361772569e-03
    3.5100011075e+02    4.6113620535e-12    4.0362063803e-03
    3.5200016745e+02    4.6127320229e-12    4.0362355072e-03
    3.5300022615e+02    4.6092263063e-12    4.0362646377e-03
    3.5400001407e+02    4.6103180665e-12    4.0362937635e-03
    3.5500007665e+02    4.6158681991e-12    4.0363229003e-03
    3.5600014120e+02    4.6221855145e-12    4.0363520396e-03
    3.5700020776e+02    4.6210628421e-12    4.0363811814e-03
    3.5800000368e+02    4.6161674847e-12    4.0364103179e-03
    3.5900007446e+02    4.6160649126e-12    4.0364394651e-03
    3.6000014745e+02    4.6212286435e-12    4.0364686153e-03
    3.6100022267e+02    4.6227264768e-12    4.0364977682e-03
    3.6200002738e+02    4.6176877995e-12    4.0365269158e-03
    3.6300010698e+02    4.6204825371e-12    4.0365560735e-03
    3.6400018865e+02    4.6130580054e-12    4.0365852326e-03
    3.6500027229e+02    4.6128135185e-12    4.0366143921e-03
    3.6600008507e+02    4.6111217819e-12    4.0366435447e-03
    3.6700017237e+02    4.6102702932e-12    4.0366727072e-03
    3.6800026143e+02    4.6063585036e-12    4.0367018714e-03
    3.6900007956e+02    4.6017806981e-12    4.0367310287e-03
    3.7000017226e+02    4.6039515727e-12    4.0367601942e-03
    3.7100026691e+02    4.6024593598e-12    4.0367893599e-03
    3.7200009090e+02    4.5985798874e-12    4.0368185177e-03
    3.7300018981e+02    4.5991854842e-12    4.0368476839e-03
    3.7400001832e+02    4.6055337117e-12    4.0368768432e-03
    3.7500012199e+02    4.6078338553e-12    4.0369060130e-03
    3.7600022816e+02    4.6117428347e-12    4.0369351860e-03
    3.7700006414e+02    4.6117779621e-12    4.0369643551e-03
    3.7800017538e+02    4.6188034464e-12    4.0369935372e-03
    3.7900001636e+02    4.6252401950e-12    4.0370227167e-03
    3.8000013243e+02    4.6265947084e-12    4.0370519097e-03
    3.8100025073e+02    4.6257895879e-12    4.0370811077e-03
    3.8200009835e+02    4.6209911822e-12    4.0371103018e-03
    3.8300022058e+02    4.6259300976e-12    4.0371395062e-03
    3.8400007178e+02    4.6206961118e-12    4.0371687036e-03
    3.8500019733e+02    4.6171932054e-12    4.0371979084e-03
    3.8600005171e+02    4.6187837750e-12    4.0372271043e-03
    3.8700018042e+02    4.6134893701e-12    4.0372563076e-03
    3.8800003802e+02    4.6148579344e-12    4.0372855033e-03
    3.8900017014e+02    4.6177861563e-12    4.0373147081e-03
    3.9000003143e+02    4.6190507434e-12    4.0373439065e-03
    3.9100016751e+02    4.6187570782e-12    4.0373731146e-03
    3.9200003304e+02    4.6211682244e-12    4.0374023162e-03
    3.9300017361e+02    4.6210684625e-12    4.0374315328e-03
    3.9400004384e+02    4.6209729159e-12    4.0374607461e-03
    3.9500018926e+02    4.6172199022e-12    4.0374899657e-03
    3.9600006438e+02    4.6198586741e-12    4.0375191748e-03
    3.9700021465e+02    4.6211949212e-12    4.0375483970e-03
    3.9800009452e+02    4.6220955883e-12    4.0375776120e-03
    3.9900024939e+02    4.6207733922e-12    4.0376068301e-03
    4.0000013367e+02    4.6198671047e-12    4.0376360403e-03
    4.0100002000e+02    4.6218848238e-12    4.0376652578e-03
    4.0200018106e+02    4.6231578415e-12    4.0376944928e-03
    4.0300007131e+02    4.6183566256e-12    4.0377237274e-03
    4.0400023622e+02    4.6235484584e-12    4.0377529758e-03
    4.0500013029e+02    4.6195397171e-12    4.0377822212e-03
    4.0600002632e+02    4.6204839422e-12    4.0378114712e-03
    4.0700019711e+02    4.6208534827e-12    4.0378407332e-03
    4.0800009725e+02    4.6255493163e-12    4.0378699904e-03
    4.0900027228e+02    4.6231142835e-12    4.0378992583e-03
    4.1000017676e+02    4.6156841314e-12    4.0379285206e-03
    4.1100008344e+02    4.6092726745e-12    4.0379577854e-03
    4.1200026505e+02    4.6058976318e-12    4.0379870610e-03
    4.1300017602e+02    4.6060634333e-12    4.0380163313e-03
    4.1400008901e+02    4.6057711731e-12    4.0380456041e-03
    4.1500000392e+02    4.6051655764e-12    4.0380748791e-03
    4.1600019342e+02    4.5983241598e-12    4.0381041645e-03
    4.1700011198e+02    4.6008982972e-12    4.0381334441e-03
    4.1800003233e+02    4.6012425460e-12    4.0381627252e-03
    4.1900022730e+02    4.5924016766e-12    4.0381920148e-03
    4.2000015143e+02    4.5918593092e-12    4.0382212967e-03
    4.2100007759e+02    4.5847467090e-12    4.0382505788e-03
    4.2200000590e+02    4.5873067954e-12    4.0382798615e-03
    4.2300020924e+02    4.5856951493e-12    4.0383091537e-03
    4.2400014220e+02    4.5916232529e-12    4.0383384404e-03
    4.2500007762e+02    4.5975232546e-12    4.0383677310e-03
    4.2600001555e+02    4.6016472139e-12    4.0383970264e-03
    4.2700022875e+02    4.6045403083e-12    4.0384263353e-03
    4.2800017165e+02    4.6048367837e-12    4.0384556416e-03
    4.2900011693e+02    4.6091363801e-12    4.0384849529e-03
    4.3000006444e+02    4.6108871307e-12    4.0385142685e-03
    4.3100001404e+02    4.6105456922e-12    4.0385435873e-03
    4.3200023830e+02    4.6117920131e-12    4.0385729164e-03
    4.3300019155e+02    4.6106862019e-12    4.0386022384e-03
    4.3400014645e+02    4.6157150435e-12    4.0386315605e-03
    4.3500010294e+02    4.6159412641e-12    4.0386608822e-03
    4.3600006103e+02    4.6120435254e-12    4.0386902038e-03
    4.3700002079e+02    4.6121236160e-12    4.0387195257e-03
    4.3800025510e+02    4.6105780094e-12    4.0387488566e-03
    4.3900021854e+02    4.6107550516e-12    4.0387781812e-03
    4.4000018404e+02    4.6088300689e-12    4.0388075076e-03
    4.4100015174e+02    4.6140963719e-12    4.0388368361e-03
    4.4200012175e+02    4.6101930129e-12    4.0388661669e-03
    4.4300009417e+02    4.6109405244e-12    4.0388955000e-03
    4.4400006905e+02    4.6115573619e-12    4.0389248355e-03
    4.4500004641e+02    4.6128936090e-12    4.0389541731e-03
    4.4600002620e+02    4.6172423838e-12    4.0389835127e-03
    4.4700000837e+02    4.6194483858e-12    4.0390128543e-03
    4.4800026559e+02    4.6198994219e-12    4.0390422060e-03
    4.4900025223e+02    4.6238955173e-12    4.0390715519e-03
