                   t                divB                mass
    7.9000211239e+01    4.1143556540e-12    4.3906962617e-03
    8.0000246725e+01    4.1132789176e-12    4.3908171765e-03
    8.1000037195e+01    4.1082716557e-12    4.3909380546e-03
    8.2000079067e+01    4.1068739409e-12    4.3910589561e-03
    8.3000124132e+01    4.1059547757e-12    4.3911798509e-03
    8.4000172388e+01    4.1019192027e-12    4.3913007396e-03
    8.5000223830e+01    4.1024269321e-12    4.3914216217e-03
    8.6000030232e+01    4.1001800838e-12    4.3915424668e-03
    8.7000088009e+01    4.1010379713e-12    4.3916633342e-03
    8.8000148953e+01    4.0993367862e-12    4.3917841933e-03
    8.9000213092e+01    4.1011255109e-12    4.3919050439e-03
    9.0000032261e+01    4.1028208600e-12    4.3920258568e-03
    9.1000102946e+01    4.1069819064e-12    4.3921466928e-03
    9.2000176960e+01    4.1090449216e-12    4.3922675225e-03
    9.3000006090e+01    4.1144169316e-12    4.3923883168e-03
    9.4000086765e+01    4.1204017185e-12    4.3925091359e-03
    9.5000170744e+01    4.1249479388e-12    4.3926299501e-03
    9.6000009796e+01    4.1351404597e-12    4.3927507298e-03
    9.7000100364e+01    4.1351258698e-12    4.3928715354e-03
    9.8000194233e+01    4.1341220830e-12    4.3929923374e-03
    9.9000043191e+01    4.1265645024e-12    4.3931131062e-03
    1.0000014370e+02    4.1187880729e-12    4.3932339023e-03
    1.0100024757e+02    4.1147058121e-12    4.3933546964e-03
    1.0200010655e+02    4.1144811273e-12    4.3934754587e-03
    1.0300021712e+02    4.1097160581e-12    4.3935962495e-03
    1.0400008280e+02    4.1074867177e-12    4.3937170090e-03
    1.0500020005e+02    4.1030776427e-12    4.3938377971e-03
    1.0600007239e+02    4.0990041359e-12    4.3939585536e-03
    1.0700019630e+02    4.1015777985e-12    4.3940793385e-03
    1.0800007530e+02    4.1002617874e-12    4.3942000917e-03
    1.0900020588e+02    4.1004514564e-12    4.3943208725e-03
    1.1000009158e+02    4.1037429432e-12    4.3944416204e-03
    1.1100022887e+02    4.0991792150e-12    4.3945623946e-03
    1.1200012127e+02    4.0993163603e-12    4.3946831342e-03
    1.1300001696e+02    4.0941982149e-12    4.3948038687e-03
    1.1400016419e+02    4.0910263655e-12    4.3949246289e-03
    1.1500006642e+02    4.0795003255e-12    4.3950453550e-03
    1.1600022012e+02    4.0760600214e-12    4.3951661075e-03
    1.1700012877e+02    4.0650066950e-12    4.3952868274e-03
    1.1800004062e+02    4.0640466780e-12    4.3954075462e-03
    1.1900020389e+02    4.0534719011e-12    4.3955282969e-03
    1.2000012211e+02    4.0478460264e-12    4.3956490227e-03
    1.2100004350e+02    4.0478693702e-12    4.3957697567e-03
    1.2200021635e+02    4.0449922372e-12    4.3958905306e-03
    1.2300014421e+02    4.0471758756e-12    4.3960112846e-03
    1.2400007534e+02    4.0501410009e-12    4.3961320474e-03
    1.2500000978e+02    4.0482263072e-12    4.3962528162e-03
    1.2600019578e+02    4.0518844728e-12    4.3963736187e-03
    1.2700013683e+02    4.0576652441e-12    4.3964943928e-03
    1.2800008117e+02    4.0650114711e-12    4.3966151672e-03
    1.2900002876e+02    4.0741827042e-12    4.3967359412e-03
    1.3000022786e+02    4.0785325511e-12    4.3968567452e-03
    1.3100018196e+02    4.0785434224e-12    4.3969775195e-03
    1.3200013931e+02    4.0797215908e-12    4.3970982953e-03
    1.3300009990e+02    4.0828361954e-12    4.3972190741e-03
    1.3400006372e+02    4.0856029209e-12    4.3973398574e-03
    1.3500003075e+02    4.0883560574e-12    4.3974606458e-03
    1.3600000100e+02    4.0860228218e-12    4.3975814393e-03
    1.3700022271e+02    4.0889784348e-12    4.3977022674e-03
    1.3800019936e+02    4.0926909564e-12    4.3978230691e-03
    1.3900017919e+02    4.0958055610e-12    4.3979438734e-03
    1.4000016222e+02    4.0972364854e-12    4.3980646790e-03
    1.4100014845e+02    4.1016325350e-12    4.3981854843e-03
    1.4200013790e+02    4.1059606395e-12    4.3983062878e-03
    1.4300013056e+02    4.1102466180e-12    4.3984270882e-03
    1.4400012646e+02    4.1158208362e-12    4.3985478842e-03
    1.4500012559e+02    4.1200701243e-12    4.3986686752e-03
    1.4600012797e+02    4.1185522302e-12    4.3987894612e-03
    1.4700013359e+02    4.1238043884e-12    4.3989102423e-03
    1.4800014244e+02    4.1244661740e-12    4.3990310194e-03
    1.4900015452e+02    4.1305961832e-12    4.3991517927e-03
    1.5000016983e+02    4.1345587429e-12    4.3992725627e-03
    1.5100018837e+02    4.1406493440e-12    4.3993933291e-03
    1.5200021013e+02    4.1356920676e-12    4.3995140921e-03
    1.5300023511e+02    4.1419865041e-12    4.3996348519e-03
    1.5400001502e+02    4.1466896657e-12    4.3997555789e-03
    1.5500004641e+02    4.1521483771e-12    4.3998763327e-03
    1.5600008101e+02    4.1550115847e-12    4.3999970825e-03
    1.5700011884e+02    4.1551148613e-12    4.4001178266e-03
    1.5800015991e+02    4.1636012075e-12    4.4002385635e-03
    1.5900020422e+02    4.1619216040e-12    4.4003592927e-03
    1.6000000349e+02    4.1611701309e-12    4.4004799847e-03
    1.6100005425e+02    4.1666886340e-12    4.4006007003e-03
    1.6200010818e+02    4.1733662810e-12    4.4007214111e-03
    1.6300016530e+02    4.1777106923e-12    4.4008421187e-03
    1.6400022559e+02    4.1811161020e-12    4.4009628245e-03
    1.6500004078e+02    4.1838026523e-12    4.4010834994e-03
    1.6600010742e+02    4.1897016481e-12    4.4012042036e-03
    1.6700017723e+02    4.1947377408e-12    4.4013249071e-03
    1.6800000190e+02    4.1993335491e-12    4.4014455798e-03
    1.6900007800e+02    4.1986350732e-12    4.4015662818e-03
    1.7000015723e+02    4.2003635972e-12    4.4016869838e-03
    1.7100023960e+02    4.2044905842e-12    4.4018076865e-03
    1.7200007682e+02    4.2087575381e-12    4.4019283612e-03
    1.7300016549e+02    4.2111668722e-12    4.4020490682e-03
    1.7400000903e+02    4.2154474151e-12    4.4021697475e-03
    1.7500010406e+02    4.2234404797e-12    4.4022904583e-03
    1.7600020231e+02    4.2264083228e-12    4.4024111693e-03
    1.7700005552e+02    4.2317936535e-12    4.4025318496e-03
    1.7800016028e+02    4.2289372404e-12    4.4026525579e-03
    1.7900002003e+02    4.2315544866e-12    4.4027732334e-03
    1.8000013134e+02    4.2385011963e-12    4.4028939356e-03
    1.8100024593e+02    4.2406346733e-12    4.4030146342e-03
    1.8200011550e+02    4.2414119655e-12    4.4031352990e-03
    1.8300023662e+02    4.2431894100e-12    4.4032559892e-03
    1.8400011270e+02    4.2454900319e-12    4.4033766444e-03
    1.8500024033e+02    4.2473354216e-12    4.4034973243e-03
    1.8600012291e+02    4.2491386852e-12    4.4036179696e-03
    1.8700000871e+02    4.2555975488e-12    4.4037386116e-03
    1.8800014602e+02    4.2628989321e-12    4.4038592822e-03
    1.8900003825e+02    4.2682557258e-12    4.4039799221e-03
    1.9000018199e+02    4.2744509623e-12    4.4041005906e-03
    1.9100008064e+02    4.2765260065e-12    4.4042212258e-03
    1.9200023082e+02    4.2786567656e-12    4.4043418852e-03
    1.9300013591e+02    4.2803676239e-12    4.4044625071e-03
    1.9400004422e+02    4.2886188800e-12    4.4045831203e-03
    1.9500020401e+02    4.2962232984e-12    4.4047037550e-03
    1.9600011866e+02    4.3019007931e-12    4.4048243526e-03
    1.9700003648e+02    4.3080552626e-12    4.4049449450e-03
    1.9800020575e+02    4.3130329225e-12    4.4050655639e-03
    1.9900012988e+02    4.3185092997e-12    4.4051861505e-03
    2.0000005717e+02    4.3232749708e-12    4.4053067357e-03
    2.0100023592e+02    4.3264208301e-12    4.4054273504e-03
    2.0200016949e+02    4.3245496214e-12    4.4055479369e-03
    2.0300010621e+02    4.3238810413e-12    4.4056685270e-03
    2.0400004606e+02    4.3265118766e-12    4.4057891214e-03
    2.0500023737e+02    4.3317164732e-12    4.4059097499e-03
    2.0600018353e+02    4.3308155209e-12    4.4060303516e-03
    2.0700013286e+02    4.3337154188e-12    4.4061509553e-03
    2.0800008541e+02    4.3339450733e-12    4.4062715602e-03
    2.0900004119e+02    4.3355974988e-12    4.4063921663e-03
    2.1000000025e+02    4.3427602740e-12    4.4065127724e-03
    2.1100021092e+02    4.3455310762e-12    4.4066334067e-03
    2.1200017659e+02    4.3532999219e-12    4.4067540075e-03
    2.1300014559e+02    4.3572815062e-12    4.4068746041e-03
    2.1400011792e+02    4.3568548108e-12    4.4069951970e-03
    2.1500009357e+02    4.3619574898e-12    4.4071157888e-03
    2.1600007254e+02    4.3621531718e-12    4.4072363815e-03
    2.1700005483e+02    4.3622360648e-12    4.4073569754e-03
    2.1800004042e+02    4.3646943195e-12    4.4074775694e-03
    2.1900002932e+02    4.3632769841e-12    4.4075981611e-03
    2.2000002147e+02    4.3643192624e-12    4.4077187485e-03
    2.2100001688e+02    4.3693417661e-12    4.4078393313e-03
    2.2200001552e+02    4.3724563706e-12    4.4079599103e-03
    2.2300001738e+02    4.3734239092e-12    4.4080804862e-03
    2.2400002246e+02    4.3762191717e-12    4.4082010570e-03
    2.2500003078e+02    4.3792481654e-12    4.4083216199e-03
    2.2600004234e+02    4.3786774263e-12    4.4084421731e-03
    2.2700005712e+02    4.3825339917e-12    4.4085627159e-03
    2.2800007510e+02    4.3891953318e-12    4.4086832489e-03
    2.2900009624e+02    4.3927067359e-12    4.4088037742e-03
    2.3000012053e+02    4.4021755686e-12    4.4089242939e-03
    2.3100014798e+02    4.3997431331e-12    4.4090448097e-03
    2.3200017859e+02    4.4044680372e-12    4.4091653228e-03
    2.3300021235e+02    4.4085664872e-12    4.4092858345e-03
    2.3400000091e+02    4.4074304447e-12    4.4094063159e-03
    2.3500004094e+02    4.4086860706e-12    4.4095268274e-03
    2.3600008411e+02    4.4164331738e-12    4.4096473395e-03
    2.3700013041e+02    4.4162062371e-12    4.4097678521e-03
    2.3800017986e+02    4.4191061351e-12    4.4098883657e-03
    2.3900023250e+02    4.4258435737e-12    4.4100088808e-03
    2.4000004000e+02    4.4296321939e-12    4.4101293681e-03
    2.4100009909e+02    4.4270176655e-12    4.4102498874e-03
    2.4200016145e+02    4.4286524252e-12    4.4103704088e-03
    2.4300022713e+02    4.4330294502e-12    4.4104909318e-03
    2.4400004781e+02    4.4408037315e-12    4.4106114265e-03
    2.4500012021e+02    4.4480860901e-12    4.4107319523e-03
    2.4600019598e+02    4.4506992596e-12    4.4108524788e-03
    2.4700002678e+02    4.4566104856e-12    4.4109729752e-03
    2.4800010930e+02    4.4616112468e-12    4.4110935005e-03
    2.4900019518e+02    4.4664380686e-12    4.4112140238e-03
    2.5000003607e+02    4.4750861242e-12    4.4113345147e-03
    2.5100012865e+02    4.4788964868e-12    4.4114550331e-03
    2.5200022455e+02    4.4843225846e-12    4.4115755493e-03
    2.5300007542e+02    4.4867346365e-12    4.4116960341e-03
    2.5400017792e+02    4.4924732818e-12    4.4118165473e-03
    2.5500003533e+02    4.4947440080e-12    4.4119370284e-03
    2.5600014433e+02    4.5018741694e-12    4.4120575360e-03
    2.5700000822e+02    4.5062756547e-12    4.4121780082e-03
    2.5800012373e+02    4.5091415801e-12    4.4122985025e-03
    2.5900024250e+02    4.5078030611e-12    4.4124189873e-03
    2.6000011616e+02    4.5108537973e-12    4.4125394315e-03
    2.6100024140e+02    4.5127644142e-12    4.4126598946e-03
    2.6200012147e+02    4.5187204839e-12    4.4127803173e-03
    2.6300000471e+02    4.5234046209e-12    4.4129007309e-03
    2.6400013947e+02    4.5290807567e-12    4.4130211666e-03
    2.6500002903e+02    4.5326519525e-12    4.4131415661e-03
    2.6600017011e+02    4.5290073760e-12    4.4132619908e-03
    2.6700006597e+02    4.5313936088e-12    4.4133823822e-03
    2.6800021334e+02    4.5273128245e-12    4.4135028022e-03
    2.6900011550e+02    4.5267217019e-12    4.4136231928e-03
    2.7000002081e+02    4.5274527915e-12    4.4137435855e-03
    2.7100017765e+02    4.5254429747e-12    4.4138640116e-03
    2.7200008932e+02    4.5239875901e-12    4.4139844119e-03
    2.7300000421e+02    4.5208485253e-12    4.4141048163e-03
    2.7400017073e+02    4.5180260847e-12    4.4142252540e-03
    2.7500009219e+02    4.5198347840e-12    4.4143456642e-03
    2.7600001698e+02    4.5256943716e-12    4.4144660760e-03
    2.7700019351e+02    4.5268290552e-12    4.4145865182e-03
    2.7800012508e+02    4.5248314685e-12    4.4147069303e-03
    2.7900006007e+02    4.5242933431e-12    4.4148273417e-03
    2.8000024683e+02    4.5223745728e-12    4.4149477823e-03
    2.8100018863e+02    4.5249306684e-12    4.4150681925e-03
    2.8200013383e+02    4.5291799566e-12    4.4151886029e-03
    2.8300008240e+02    4.5326560292e-12    4.4153090143e-03
    2.8400003433e+02    4.5310837790e-12    4.4154294271e-03
    2.8500023799e+02    4.5340461865e-12    4.4155498711e-03
    2.8600019659e+02    4.5372681444e-12    4.4156702858e-03
    2.8700015848e+02    4.5401857081e-12    4.4157907004e-03
    2.8800012363e+02    4.5492794837e-12    4.4159111133e-03
    2.8900009202e+02    4.5561269935e-12    4.4160315228e-03
    2.9000006364e+02    4.5635792148e-12    4.4161519267e-03
    2.9100003850e+02    4.5622760273e-12    4.4162723216e-03
    2.9200001661e+02    4.5643904797e-12    4.4163927051e-03
    2.9300024632e+02    4.5665511347e-12    4.4165131056e-03
    2.9400023086e+02    4.5720152817e-12    4.4166334634e-03
    2.9500021859e+02    4.5722843444e-12    4.4167538098e-03
    2.9600020947e+02    4.5730032038e-12    4.4168741469e-03
    2.9700020351e+02    4.5818347112e-12    4.4169944768e-03
    2.9800020068e+02    4.5807978686e-12    4.4171148010e-03
    2.9900020098e+02    4.5792527965e-12    4.4172351203e-03
    3.0000020442e+02    4.5822152039e-12    4.4173554360e-03
    3.0100021100e+02    4.5837276624e-12    4.4174757490e-03
    3.0200022072e+02    4.5884145172e-12    4.4175960608e-03
    3.0300023359e+02    4.5955351664e-12    4.4177163723e-03
    3.0400000123e+02    4.5975748791e-12    4.4178366545e-03
    3.0500002045e+02    4.6006120262e-12    4.4179569682e-03
    3.0600004290e+02    4.6070926323e-12    4.4180772843e-03
    3.0700006861e+02    4.6145856208e-12    4.4181976030e-03
    3.0800009762e+02    4.6221968337e-12    4.4183179244e-03
    3.0900012998e+02    4.6311452068e-12    4.4184382485e-03
    3.1000016573e+02    4.6351009720e-12    4.4185585750e-03
    3.1100020489e+02    4.6383745682e-12    4.4186789038e-03
    3.1200024748e+02    4.6434500691e-12    4.4187992349e-03
    3.1300004509e+02    4.6523576751e-12    4.4189195381e-03
    3.1400009452e+02    4.6580256574e-12    4.4190398730e-03
    3.1500014734e+02    4.6620018062e-12    4.4191602090e-03
    3.1600020354e+02    4.6656518184e-12    4.4192805457e-03
    3.1700001469e+02    4.6683478810e-12    4.4194008528e-03
    3.1800007759e+02    4.6700818406e-12    4.4195211895e-03
    3.1900014382e+02    4.6729083578e-12    4.4196415255e-03
    3.2000021333e+02    4.6795914404e-12    4.4197618601e-03
    3.2100003770e+02    4.6872135246e-12    4.4198821624e-03
    3.2200011372e+02    4.6918392287e-12    4.4200024910e-03
    3.2300019295e+02    4.6928081262e-12    4.4201228146e-03
    3.2400002700e+02    4.6950978770e-12    4.4202431016e-03
    3.2500011268e+02    4.6936873362e-12    4.4203634101e-03
    3.2600020159e+02    4.6979909804e-12    4.4204837089e-03
    3.2700004529e+02    4.6979393421e-12    4.4206039675e-03
    3.2800014059e+02    4.6961917935e-12    4.4207242454e-03
    3.2900023903e+02    4.7020486633e-12    4.4208445130e-03
    3.3000009218e+02    4.7034225138e-12    4.4209647409e-03
    3.3100019688e+02    4.7063957925e-12    4.4210849895e-03
    3.3200005627e+02    4.7123151718e-12    4.4212051999e-03
    3.3300016717e+02    4.7135993347e-12    4.4213254338e-03
    3.3400003277e+02    4.7152463246e-12    4.4214456337e-03
    3.3500014990e+02    4.7188677998e-12    4.4215658618e-03
    3.3600002173e+02    4.7190893009e-12    4.4216860600e-03
    3.3700014512e+02    4.7273487103e-12    4.4218062893e-03
    3.3800002326e+02    4.7345386636e-12    4.4219264913e-03
    3.3900015301e+02    4.7402080048e-12    4.4220467263e-03
    3.4000003760e+02    4.7411755434e-12    4.4221669349e-03
    3.4100017388e+02    4.7457835819e-12    4.4222871767e-03
    3.4200006507e+02    4.7462809402e-12    4.4224073915e-03
    3.4300020806e+02    4.7517790598e-12    4.4225276385e-03
    3.4400010602e+02    4.7505873023e-12    4.4226478573e-03
    3.4500000740e+02    4.7523960015e-12    4.4227680773e-03
    3.4600016061e+02    4.7545158894e-12    4.4228883283e-03
    3.4700006881e+02    4.7558217947e-12    4.4230085502e-03
    3.4800022883e+02    4.7601757184e-12    4.4231288024e-03
    3.4900014378e+02    4.7661671196e-12    4.4232490253e-03
    3.5000006207e+02    4.7693754884e-12    4.4233692495e-03
    3.5100023212e+02    4.7721639564e-12    4.4234895052e-03
    3.5200015704e+02    4.7766333868e-12    4.4236097332e-03
    3.5300008523e+02    4.7767516113e-12    4.4237299630e-03
    3.5400001667e+02    4.7814275948e-12    4.4238501930e-03
    3.5500019974e+02    4.7858548992e-12    4.4239704512e-03
    3.5600013758e+02    4.7879761461e-12    4.4240906751e-03
    3.5700007860e+02    4.7895076292e-12    4.4242108918e-03
    3.5800002280e+02    4.7874271494e-12    4.4243310984e-03
    3.5900021862e+02    4.7901028285e-12    4.4244513227e-03
    3.6000016918e+02    4.7867422626e-12    4.4245715044e-03
    3.6100012289e+02    4.7934362164e-12    4.4246916740e-03
    3.6200007972e+02    4.7969530561e-12    4.4248118329e-03
    3.6300003965e+02    4.7942474812e-12    4.4249319828e-03
    3.6400000266e+02    4.7980605616e-12    4.4250521247e-03
    3.6500021721e+02    4.8044582747e-12    4.4251722894e-03
    3.6600018640e+02    4.8045629102e-12    4.4252924182e-03
    3.6700015869e+02    4.8076503367e-12    4.4254125424e-03
    3.6800013409e+02    4.8075361889e-12    4.4255326632e-03
    3.6900011261e+02    4.8112228914e-12    4.4256527824e-03
    3.7000009427e+02    4.8149326952e-12    4.4257729015e-03
    3.7100007909e+02    4.8204213025e-12    4.4258930224e-03
    3.7200006711e+02    4.8249410123e-12    4.4260131460e-03
    3.7300005836e+02    4.8296319438e-12    4.4261332729e-03
    3.7400005289e+02    4.8327859565e-12    4.4262534026e-03
    3.7500005073e+02    4.8327574195e-12    4.4263735339e-03
    3.7600005193e+02    4.8324163350e-12    4.4264936656e-03
    3.7700005652e+02    4.8303086772e-12    4.4266137967e-03
    3.7800006451e+02    4.8312503966e-12    4.4267339277e-03
    3.7900007593e+02    4.8364645056e-12    4.4268540599e-03
    3.8000009075e+02    4.8397734332e-12    4.4269741946e-03
    3.8100010896e+02    4.8374442743e-12    4.4270943320e-03
    3.8200013052e+02    4.8398943755e-12    4.4272144707e-03
    3.8300015540e+02    4.8473071888e-12    4.4273346093e-03
    3.8400018359e+02    4.8509775845e-12    4.4274547463e-03
    3.8500021504e+02    4.8509232284e-12    4.4275748806e-03
    3.8600000129e+02    4.8521938022e-12    4.4276949817e-03
    3.8700003921e+02    4.8535989074e-12    4.4278151088e-03
    3.8800008034e+02    4.8529982725e-12    4.4279352314e-03
    3.8900012466e+02    4.8518758190e-12    4.4280553487e-03
    3.9000017215e+02    4.8535690116e-12    4.4281754599e-03
    3.9100022282e+02    4.8555095243e-12    4.4282955637e-03
    3.9200002822e+02    4.8544835529e-12    4.4284156286e-03
    3.9300008525e+02    4.8561998468e-12    4.4285357123e-03
    3.9400014546e+02    4.8641752457e-12    4.4286557841e-03
    3.9500020879e+02    4.8640964293e-12    4.4287758435e-03
    3.9600002675e+02    4.8642187306e-12    4.4288958612e-03
    3.9700009626e+02    4.8674447651e-12    4.4290158981e-03
    3.9800016885e+02    4.8633843644e-12    4.4291359260e-03
    3.9900024453e+02    4.8611217917e-12    4.4292559468e-03
    4.0000007485e+02    4.8646223246e-12    4.4293759324e-03
    4.0100015675e+02    4.8649783571e-12    4.4294959439e-03
    4.0200024180e+02    4.8678701016e-12    4.4296159523e-03
    4.0300008157e+02    4.8762287110e-12    4.4297359293e-03
    4.0400017302e+02    4.8752136108e-12    4.4298559362e-03
    4.0500001922e+02    4.8745613376e-12    4.4299759146e-03
    4.0600011709e+02    4.8795199729e-12    4.4300959240e-03
    4.0700021815e+02    4.8837203406e-12    4.4302159342e-03
    4.0800007395e+02    4.8880864943e-12    4.4303359152e-03
    4.0900018151e+02    4.8912051756e-12    4.4304559267e-03
    4.1000004397e+02    4.8947736536e-12    4.4305759091e-03
    4.1100015836e+02    4.8913152467e-12    4.4306959216e-03
    4.1200002779e+02    4.8942450405e-12    4.4308159032e-03
    4.1300014919e+02    4.8992294950e-12    4.4309359119e-03
    4.1400002555e+02    4.9002378006e-12    4.4310558863e-03
    4.1500015371e+02    4.9051665401e-12    4.4311758851e-03
    4.1600003662e+02    4.9021715189e-12    4.4312958481e-03
    4.1700017117e+02    4.9064045002e-12    4.4314158352e-03
    4.1800006034e+02    4.9086643551e-12    4.4315357879e-03
    4.1900020105e+02    4.9176915445e-12    4.4316557670e-03
    4.2000009634e+02    4.9182541302e-12    4.4317757143e-03
    4.2100024317e+02    4.9194499644e-12    4.4318956899e-03
    4.2200014458e+02    4.9171371123e-12    4.4320156339e-03
    4.2300004907e+02    4.9206050315e-12    4.4321355742e-03
    4.2400020514e+02    4.9183098452e-12    4.4322555375e-03
    4.2500011585e+02    4.9194730657e-12    4.4323754606e-03
    4.2600002970e+02    4.9193697891e-12    4.4324953703e-03
    4.2700019515e+02    4.9190341402e-12    4.4326152952e-03
    4.2800011521e+02    4.9156124237e-12    4.4327351763e-03
    4.2900003833e+02    4.9162823626e-12    4.4328550457e-03
    4.3000021296e+02    4.9157917988e-12    4.4329749366e-03
    4.3100014212e+02    4.9179877853e-12    4.4330947925e-03
    4.3200007429e+02    4.9247605554e-12    4.4332146454e-03
    4.3300000947e+02    4.9286211975e-12    4.4333344966e-03
    4.3400019617e+02    4.9354510415e-12    4.4334543760e-03
    4.3500013743e+02    4.9401392552e-12    4.4335742234e-03
    4.3600008177e+02    4.9431519421e-12    4.4336940675e-03
    4.3700002923e+02    4.9489068942e-12    4.4338139082e-03
    4.3800022832e+02    4.9541753593e-12    4.4339337767e-03
    4.3900018211e+02    4.9547515339e-12    4.4340536154e-03
    4.4000013913e+02    4.9555682343e-12    4.4341734565e-03
    4.4100009942e+02    4.9544240384e-12    4.4342933017e-03
    4.4200006304e+02    4.9559364969e-12    4.4344131515e-03
    4.4300002999e+02    4.9537092557e-12    4.4345330052e-03
    4.4400000032e+02    4.9599044923e-12    4.4346528617e-03
    4.4500022252e+02    4.9588431894e-12    4.4347727491e-03
    4.4600019958e+02    4.9594180052e-12    4.4348926060e-03
    4.4700017997e+02    4.9606763489e-12    4.4350124610e-03
    4.4800016367e+02    4.9595335119e-12    4.4351323131e-03
    4.4900015065e+02    4.9612022442e-12    4.4352521619e-03
